
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE08 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
    34.00    16.00   -18.98   -20.11    -5.18    21.14    -0.35   -15.75    -4.36    -1.13    -3.23    26.02    78.69     9.51     8.85
    34.00    18.00   -21.42   -22.82    -5.24    21.17    -3.31   -17.41    -5.41    -1.40    -4.01    25.91    76.31     8.48     7.75
    34.00    20.00   -23.89   -25.61    -5.28    21.21    -6.63   -19.05    -6.56    -1.73    -4.84    26.30    73.92     7.65     7.55
    34.00    22.00   -26.39   -28.51    -5.30    21.25   -10.34   -20.68    -7.82    -2.12    -5.70    27.09    71.51     6.97     8.29
    34.00     0.00     0.14    -0.14    -4.02    20.90    10.63     0.14     0.00     0.29    -0.29 97877.28    97.70 ******** ********
    34.00    -2.00     2.54     2.24    -3.79    20.88    10.46     2.45     0.09     0.30    -0.21   332.93   100.14    78.69    78.48
    34.00    -4.00     4.96     4.62    -3.54    20.85     9.95     4.63     0.33     0.33     0.00   101.33   102.60    38.24    37.97
    34.00    -6.00     7.39     7.00    -3.27    20.83     9.10     6.69     0.70     0.39     0.31    55.60   105.10    25.31    24.97
    34.00    -8.00     9.86     9.38    -2.98    20.80     7.91     8.65     1.21     0.48     0.73    39.46   107.64    18.94    18.54
    34.00   -10.00    12.35    11.76    -2.66    20.78     6.37    10.52     1.83     0.59     1.24    32.21   110.22    15.15    14.68
    34.00   -12.00    14.89    14.15    -2.32    20.75     4.48    12.32     2.57     0.73     1.83    28.60   112.86    12.64    12.11
    34.00   -14.00    17.47    16.56    -1.95    20.71     2.25    14.06     3.41     0.91     2.50    26.79   115.56    10.85    10.25
    34.00   -16.00    20.11    18.98    -1.56    20.68    -0.35    15.75     4.36     1.13     3.23    26.02   118.33     9.51     8.85
    34.00   -18.00    22.82    21.42    -1.14    20.64    -3.31    17.41     5.41     1.40     4.01    25.91   121.18     8.48     7.75
    34.00   -20.00    25.61    23.89    -0.68    20.60    -6.63    19.05     6.56     1.73     4.84    26.30   124.14     7.65     7.55
    34.00   -22.00    28.51    26.39    -0.19    20.55   -10.34    20.68     7.82     2.12     5.70    27.09   127.21     6.97     8.29
    36.00     0.00     0.14    -0.14    -4.18    20.91    11.17     0.14     0.00     0.29    -0.29 97517.04    97.71 ******** ********
    36.00     2.00    -2.24    -2.54    -4.39    20.94    11.00    -2.45    -0.09    -0.30     0.21   333.81    95.29    78.72    78.51
    36.00     4.00    -4.62    -4.96    -4.59    20.96    10.49    -4.63    -0.33    -0.33     0.00   101.52    92.90    38.26    37.98
    36.00     6.00    -7.00    -7.39    -4.76    20.99     9.63    -6.69    -0.70    -0.39    -0.31    55.65    90.52    25.32    24.98
    36.00     8.00    -9.38    -9.85    -4.92    21.02     8.42    -8.65    -1.21    -0.48    -0.73    39.45    88.15    18.95    18.54
    36.00    10.00   -11.76   -12.35    -5.05    21.05     6.87   -10.52    -1.83    -0.59    -1.24    32.17    85.79    15.16    14.69
    36.00    12.00   -14.15   -14.88    -5.17    21.08     4.97   -12.32    -2.57    -0.73    -1.83    28.54    83.43    12.64    12.11
    36.00    14.00   -16.55   -17.47    -5.27    21.12     2.71   -14.05    -3.41    -0.91    -2.50    26.72    81.07    10.85    10.25
    36.00    16.00   -18.97   -20.10    -5.35    21.15     0.09   -15.75    -4.36    -1.13    -3.23    25.94    78.70     9.51     8.85
    36.00    18.00   -21.42   -22.81    -5.41    21.19    -2.90   -17.41    -5.41    -1.40    -4.01    25.83    76.32     8.48     7.75
    36.00    20.00   -23.88   -25.60    -5.45    21.23    -6.26   -19.04    -6.56    -1.72    -4.84    26.21    73.93     7.65     7.55
    36.00    22.00   -26.38   -28.49    -5.47    21.27   -10.01   -20.67    -7.82    -2.11    -5.71    27.00    71.52     6.97     8.29
    36.00     0.00     0.14    -0.14    -4.18    20.91    11.17     0.14     0.00     0.29    -0.29 97517.04    97.71 ******** ********
    36.00    -2.00     2.54     2.24    -3.95    20.89    11.00     2.45     0.09     0.30    -0.21   333.81   100.14    78.72    78.51
    36.00    -4.00     4.96     4.62    -3.69    20.86    10.49     4.63     0.33     0.33     0.00   101.52   102.61    38.26    37.98
    36.00    -6.00     7.39     7.00    -3.42    20.84     9.63     6.69     0.70     0.39     0.31    55.65   105.10    25.32    24.98
    36.00    -8.00     9.85     9.38    -3.12    20.81     8.42     8.65     1.21     0.48     0.73    39.45   107.64    18.95    18.54
    36.00   -10.00    12.35    11.76    -2.80    20.78     6.87    10.52     1.83     0.59     1.24    32.17   110.22    15.16    14.69
    36.00   -12.00    14.88    14.15    -2.46    20.76     4.97    12.32     2.57     0.73     1.83    28.54   112.86    12.64    12.11
    36.00   -14.00    17.47    16.55    -2.09    20.72     2.71    14.05     3.41     0.91     2.50    26.72   115.56    10.85    10.25
    36.00   -16.00    20.10    18.97    -1.69    20.69     0.09    15.75     4.36     1.13     3.23    25.94   118.33     9.51     8.85
    36.00   -18.00    22.81    21.42    -1.27    20.65    -2.90    17.41     5.41     1.40     4.01    25.83   121.18     8.48     7.75
    36.00   -20.00    25.60    23.88    -0.80    20.61    -6.26    19.04     6.56     1.72     4.84    26.21   124.14     7.65     7.55
    36.00   -22.00    28.49    26.38    -0.30    20.56   -10.01    20.67     7.82     2.11     5.71    27.00   127.21     6.97     8.29
    38.00     0.00     0.14    -0.14    -4.34    20.92    11.71     0.14     0.00     0.29    -0.29 96963.32    97.71 ******** ********
    38.00     2.00    -2.24    -2.54    -4.56    20.95    11.54    -2.45    -0.09    -0.30     0.21   335.27    95.30    78.77    78.56
    38.00     4.00    -4.62    -4.96    -4.75    20.97    11.02    -4.63    -0.33    -0.33     0.01   101.88    92.91    38.27    37.99
    38.00     6.00    -7.00    -7.39    -4.93    21.00    10.15    -6.69    -0.70    -0.39    -0.31    55.77    90.53    25.32    24.98
    38.00     8.00    -9.37    -9.85    -5.09    21.03     8.93    -8.64    -1.21    -0.48    -0.73    39.48    88.16    18.95    18.55
    38.00    10.00   -11.76   -12.35    -5.22    21.06     7.37   -10.51    -1.83    -0.59    -1.24    32.17    85.80    15.16    14.69
    38.00    12.00   -14.15   -14.88    -5.34    21.09     5.44   -12.31    -2.57    -0.73    -1.83    28.51    83.44    12.64    12.11
    38.00    14.00   -16.55   -17.46    -5.44    21.13     3.16   -14.05    -3.41    -0.91    -2.50    26.68    81.08    10.85    10.26
    38.00    16.00   -18.97   -20.10    -5.52    21.17     0.51   -15.74    -4.36    -1.13    -3.23    25.88    78.71     9.52     8.85
    38.00    18.00   -21.41   -22.80    -5.58    21.21    -2.51   -17.40    -5.40    -1.39    -4.01    25.76    76.34     8.48     7.75
    38.00    20.00   -23.88   -25.59    -5.62    21.25    -5.90   -19.03    -6.56    -1.71    -4.84    26.13    73.94     7.65     7.55
    38.00    22.00   -26.38   -28.48    -5.63    21.29    -9.69   -20.66    -7.82    -2.10    -5.71    26.92    71.54     6.98     8.29
    38.00     0.00     0.14    -0.14    -4.34    20.92    11.71     0.14     0.00     0.29    -0.29 96963.32    97.71 ******** ********
    38.00    -2.00     2.54     2.24    -4.11    20.90    11.54     2.45     0.09     0.30    -0.21   335.27   100.15    78.77    78.56
    38.00    -4.00     4.96     4.62    -3.85    20.87    11.02     4.63     0.33     0.33    -0.01   101.88   102.61    38.27    37.99
    38.00    -6.00     7.39     7.00    -3.57    20.85    10.15     6.69     0.70     0.39     0.31    55.77   105.11    25.32    24.98
    38.00    -8.00     9.85     9.37    -3.27    20.82     8.93     8.64     1.21     0.48     0.73    39.48   107.64    18.95    18.55
    38.00   -10.00    12.35    11.76    -2.95    20.79     7.37    10.51     1.83     0.59     1.24    32.17   110.23    15.16    14.69
    38.00   -12.00    14.88    14.15    -2.60    20.77     5.44    12.31     2.57     0.73     1.83    28.51   112.86    12.64    12.11
    38.00   -14.00    17.46    16.55    -2.23    20.73     3.16    14.05     3.41     0.91     2.50    26.68   115.56    10.85    10.26
    38.00   -16.00    20.10    18.97    -1.83    20.70     0.51    15.74     4.36     1.13     3.23    25.88   118.33     9.52     8.85
    38.00   -18.00    22.80    21.41    -1.40    20.66    -2.51    17.40     5.40     1.39     4.01    25.76   121.18     8.48     7.75
    38.00   -20.00    25.59    23.88    -0.93    20.62    -5.90    19.03     6.56     1.71     4.84    26.13   124.14     7.65     7.55
    38.00   -22.00    28.48    26.38    -0.42    20.57    -9.69    20.66     7.82     2.10     5.71    26.92   127.21     6.98     8.29
     0.00     0.00     0.13    -0.13    -1.50    20.77     0.00     0.13     0.00     0.27    -0.27 ********    97.59 ******** ********
     0.00     2.00    -2.26    -2.54    -1.68    20.79    -0.14    -2.45    -0.09    -0.28     0.19   315.03    95.17    78.02    77.82
     0.00     4.00    -4.65    -4.97    -1.84    20.81    -0.56    -4.64    -0.33    -0.32    -0.01    97.11    92.77    38.01    37.75
     0.00     6.00    -7.04    -7.42    -1.99    20.83    -1.27    -6.72    -0.70    -0.38    -0.32    54.34    90.38    25.18    24.85
     0.00     8.00    -9.42    -9.90    -2.12    20.85    -2.27    -8.69    -1.21    -0.48    -0.73    39.32    88.01    18.85    18.46
     0.00    10.00   -11.81   -12.41    -2.24    20.87    -3.55   -10.58    -1.84    -0.60    -1.24    32.64    85.64    15.09    14.63
     0.00    12.00   -14.21   -14.97    -2.34    20.89    -5.12   -12.39    -2.58    -0.76    -1.82    29.36    83.27    12.59    12.06
     0.00    14.00   -16.62   -17.57    -2.43    20.91    -6.99   -14.15    -3.43    -0.95    -2.48    27.77    80.90    10.81    10.22
     0.00    16.00   -19.05   -20.24    -2.50    20.94    -9.15   -15.86    -4.38    -1.19    -3.19    27.16    78.52     9.48     8.82
     0.00    18.00   -21.50   -22.98    -2.56    20.96   -11.62   -17.53    -5.45    -1.48    -3.97    27.18    76.14     8.45     7.72
     0.00    20.00   -23.98   -25.81    -2.60    20.98   -14.40   -19.19    -6.62    -1.83    -4.79    27.67    73.74     7.62     7.57
     0.00    22.00   -26.48   -28.74    -2.63    21.00   -17.49   -20.84    -7.90    -2.25    -5.64    28.55    71.32     6.95     8.31
     0.00     0.00     0.13    -0.13    -1.50    20.77     0.00     0.13     0.00     0.27    -0.27 ********    97.59 ******** ********
     0.00    -2.00     2.54     2.26    -1.31    20.75    -0.14     2.45     0.09     0.28    -0.19   315.03   100.04    78.02    77.82
     0.00    -4.00     4.97     4.65    -1.10    20.73    -0.56     4.64     0.33     0.32     0.01    97.11   102.51    38.01    37.75
     0.00    -6.00     7.42     7.04    -0.87    20.71    -1.27     6.72     0.70     0.38     0.32    54.34   105.01    25.18    24.85
     0.00    -8.00     9.90     9.42    -0.63    20.69    -2.27     8.69     1.21     0.48     0.73    39.32   107.56    18.85    18.46
     0.00   -10.00    12.41    11.81    -0.37    20.67    -3.55    10.58     1.84     0.60     1.24    32.64   110.15    15.09    14.63
     0.00   -12.00    14.97    14.21    -0.09    20.65    -5.12    12.39     2.58     0.76     1.82    29.36   112.80    12.59    12.06
     0.00   -14.00    17.57    16.62     0.21    20.62    -6.99    14.15     3.43     0.95     2.48    27.77   115.51    10.81    10.22
     0.00   -16.00    20.24    19.05     0.53    20.60    -9.15    15.86     4.38     1.19     3.19    27.16   118.29     9.48     8.82
     0.00   -18.00    22.98    21.50     0.88    20.57   -11.62    17.53     5.45     1.48     3.97    27.18   121.16     8.45     7.72
     0.00   -20.00    25.81    23.98     1.25    20.54   -14.40    19.19     6.62     1.83     4.79    27.67   124.13     7.62     7.57
     0.00   -22.00    28.74    26.48     1.65    20.51   -17.49    20.84     7.90     2.25     5.64    28.55   127.21     6.95     8.31
    -2.00     0.00     0.13    -0.13    -1.36    20.76    -0.71     0.13     0.00     0.26    -0.26 ********    97.59 ******** ********
    -2.00     2.00    -2.27    -2.54    -1.54    20.78    -0.85    -2.45    -0.09    -0.28     0.19   311.80    95.16    77.94    77.74
    -2.00     4.00    -4.66    -4.97    -1.70    20.80    -1.27    -4.64    -0.33    -0.31    -0.01    96.23    92.76    37.99    37.73
    -2.00     6.00    -7.04    -7.42    -1.84    20.82    -1.97    -6.72    -0.70    -0.38    -0.32    53.96    90.38    25.17    24.84
    -2.00     8.00    -9.43    -9.90    -1.98    20.84    -2.95    -8.69    -1.21    -0.47    -0.74    39.13    88.00    18.85    18.45
    -2.00    10.00   -11.82   -12.41    -2.09    20.86    -4.22   -10.58    -1.84    -0.60    -1.24    32.54    85.63    15.08    14.62
    -2.00    12.00   -14.22   -14.97    -2.20    20.88    -5.77   -12.39    -2.58    -0.76    -1.82    29.31    83.26    12.58    12.06
    -2.00    14.00   -16.63   -17.58    -2.28    20.90    -7.62   -14.15    -3.43    -0.95    -2.48    27.75    80.89    10.81    10.22
    -2.00    16.00   -19.06   -20.25    -2.36    20.93    -9.76   -15.86    -4.38    -1.19    -3.19    27.16    78.51     9.48     8.82
    -2.00    18.00   -21.51   -22.99    -2.41    20.95   -12.19   -17.54    -5.45    -1.48    -3.97    27.19    76.13     8.44     7.72
    -2.00    20.00   -23.98   -25.82    -2.45    20.97   -14.94   -19.20    -6.62    -1.83    -4.79    27.70    73.73     7.62     7.57
    -2.00    22.00   -26.49   -28.75    -2.48    20.99   -18.00   -20.85    -7.90    -2.26    -5.64    28.59    71.31     6.95     8.31
    -2.00     0.00     0.13    -0.13    -1.36    20.76    -0.71     0.13     0.00     0.26    -0.26 ********    97.59 ******** ********
    -2.00    -2.00     2.54     2.27    -1.17    20.75    -0.85     2.45     0.09     0.28    -0.19   311.80   100.03    77.94    77.74
    -2.00    -4.00     4.97     4.66    -0.96    20.73    -1.27     4.64     0.33     0.31     0.01    96.23   102.50    37.99    37.73
    -2.00    -6.00     7.42     7.04    -0.74    20.71    -1.97     6.72     0.70     0.38     0.32    53.96   105.01    25.17    24.84
    -2.00    -8.00     9.90     9.43    -0.50    20.68    -2.95     8.69     1.21     0.47     0.74    39.13   107.55    18.85    18.45
    -2.00   -10.00    12.41    11.82    -0.24    20.66    -4.22    10.58     1.84     0.60     1.24    32.54   110.14    15.08    14.62
    -2.00   -12.00    14.97    14.22     0.03    20.64    -5.77    12.39     2.58     0.76     1.82    29.31   112.79    12.58    12.06
    -2.00   -14.00    17.58    16.63     0.33    20.62    -7.62    14.15     3.43     0.95     2.48    27.75   115.50    10.81    10.22
    -2.00   -16.00    20.25    19.06     0.65    20.59    -9.76    15.86     4.38     1.19     3.19    27.16   118.28     9.48     8.82
    -2.00   -18.00    22.99    21.51     0.99    20.57   -12.19    17.54     5.45     1.48     3.97    27.19   121.15     8.44     7.72
    -2.00   -20.00    25.82    23.98     1.36    20.54   -14.94    19.20     6.62     1.83     4.79    27.70   124.12     7.62     7.57
    -2.00   -22.00    28.75    26.49     1.75    20.51   -18.00    20.85     7.90     2.26     5.64    28.59   127.21     6.95     8.31
    -4.00     0.00     0.13    -0.13    -1.22    20.76    -1.42     0.13     0.00     0.26    -0.26 ********    97.58 ******** ********
    -4.00     2.00    -2.27    -2.54    -1.40    20.78    -1.56    -2.45    -0.09    -0.27     0.18   308.26    95.16    77.86    77.67
    -4.00     4.00    -4.66    -4.97    -1.56    20.80    -1.98    -4.64    -0.33    -0.31    -0.02    95.27    92.76    37.97    37.71
    -4.00     6.00    -7.04    -7.42    -1.70    20.82    -2.67    -6.72    -0.70    -0.38    -0.33    53.54    90.37    25.16    24.83
    -4.00     8.00    -9.43    -9.90    -1.83    20.84    -3.64    -8.69    -1.21    -0.47    -0.74    38.91    87.99    18.84    18.45
    -4.00    10.00   -11.82   -12.42    -1.95    20.86    -4.89   -10.58    -1.84    -0.60    -1.24    32.42    85.62    15.08    14.62
    -4.00    12.00   -14.22   -14.97    -2.05    20.88    -6.43   -12.40    -2.58    -0.75    -1.82    29.25    83.25    12.58    12.06
    -4.00    14.00   -16.63   -17.58    -2.14    20.90    -8.25   -14.15    -3.43    -0.95    -2.48    27.72    80.88    10.80    10.22
    -4.00    16.00   -19.06   -20.25    -2.21    20.92   -10.37   -15.87    -4.38    -1.19    -3.19    27.15    78.51     9.47     8.82
    -4.00    18.00   -21.51   -22.99    -2.27    20.94   -12.78   -17.54    -5.45    -1.48    -3.97    27.20    76.12     8.44     7.72
    -4.00    20.00   -23.99   -25.82    -2.31    20.96   -15.50   -19.20    -6.62    -1.83    -4.78    27.72    73.72     7.62     7.57
    -4.00    22.00   -26.50   -28.76    -2.33    20.98   -18.52   -20.86    -7.90    -2.26    -5.64    28.63    71.30     6.95     8.31
    -4.00     0.00     0.13    -0.13    -1.22    20.76    -1.42     0.13     0.00     0.26    -0.26 ********    97.58 ******** ********
    -4.00    -2.00     2.54     2.27    -1.03    20.74    -1.56     2.45     0.09     0.27    -0.18   308.26   100.02    77.86    77.67
    -4.00    -4.00     4.97     4.66    -0.83    20.72    -1.98     4.64     0.33     0.31     0.02    95.27   102.49    37.97    37.71
    -4.00    -6.00     7.42     7.04    -0.61    20.70    -2.67     6.72     0.70     0.38     0.33    53.54   105.00    25.16    24.83
    -4.00    -8.00     9.90     9.43    -0.37    20.68    -3.64     8.69     1.21     0.47     0.74    38.91   107.54    18.84    18.45
    -4.00   -10.00    12.42    11.82    -0.12    20.66    -4.89    10.58     1.84     0.60     1.24    32.42   110.14    15.08    14.62
    -4.00   -12.00    14.97    14.22     0.15    20.64    -6.43    12.40     2.58     0.75     1.82    29.25   112.78    12.58    12.06
    -4.00   -14.00    17.58    16.63     0.45    20.62    -8.25    14.15     3.43     0.95     2.48    27.72   115.49    10.80    10.22
    -4.00   -16.00    20.25    19.06     0.76    20.59   -10.37    15.87     4.38     1.19     3.19    27.15   118.27     9.47     8.82
    -4.00   -18.00    22.99    21.51     1.10    20.57   -12.78    17.54     5.45     1.48     3.97    27.20   121.14     8.44     7.72
    -4.00   -20.00    25.82    23.99     1.46    20.54   -15.50    19.20     6.62     1.83     4.78    27.72   124.11     7.62     7.57
    -4.00   -22.00    28.76    26.50     1.85    20.51   -18.52    20.86     7.90     2.26     5.64    28.63   127.20     6.95     8.31
    -6.00     0.00     0.13    -0.13    -1.09    20.75    -2.15     0.13     0.00     0.26    -0.26 ********    97.57 ******** ********
    -6.00     2.00    -2.27    -2.54    -1.26    20.77    -2.29    -2.45    -0.09    -0.27     0.18   304.41    95.15    77.78    77.58
    -6.00     4.00    -4.66    -4.97    -1.42    20.79    -2.70    -4.64    -0.33    -0.31    -0.02    94.21    92.75    37.95    37.68
    -6.00     6.00    -7.05    -7.42    -1.56    20.81    -3.38    -6.72    -0.70    -0.37    -0.33    53.08    90.36    25.15    24.82
    -6.00     8.00    -9.43    -9.90    -1.69    20.83    -4.34    -8.69    -1.21    -0.47    -0.74    38.67    87.98    18.83    18.44
    -6.00    10.00   -11.82   -12.42    -1.80    20.85    -5.58   -10.58    -1.84    -0.59    -1.24    32.28    85.61    15.07    14.62
    -6.00    12.00   -14.22   -14.98    -1.90    20.87    -7.10   -12.40    -2.58    -0.75    -1.82    29.17    83.25    12.58    12.06
    -6.00    14.00   -16.64   -17.58    -1.99    20.89    -8.90   -14.16    -3.43    -0.95    -2.48    27.68    80.87    10.80    10.21
    -6.00    16.00   -19.07   -20.26    -2.06    20.91   -10.99   -15.87    -4.38    -1.19    -3.19    27.14    78.50     9.47     8.82
    -6.00    18.00   -21.52   -23.00    -2.12    20.93   -13.38   -17.55    -5.45    -1.48    -3.97    27.21    76.11     8.44     7.72
    -6.00    20.00   -23.99   -25.83    -2.16    20.95   -16.06   -19.21    -6.62    -1.84    -4.78    27.74    73.71     7.62     7.57
    -6.00    22.00   -26.50   -28.77    -2.19    20.97   -19.05   -20.86    -7.90    -2.26    -5.64    28.65    71.29     6.94     8.31
    -6.00     0.00     0.13    -0.13    -1.09    20.75    -2.15     0.13     0.00     0.26    -0.26 ********    97.57 ******** ********
    -6.00    -2.00     2.54     2.27    -0.90    20.73    -2.29     2.45     0.09     0.27    -0.18   304.41   100.01    77.78    77.58
    -6.00    -4.00     4.97     4.66    -0.70    20.72    -2.70     4.64     0.33     0.31     0.02    94.21   102.49    37.95    37.68
    -6.00    -6.00     7.42     7.05    -0.48    20.70    -3.38     6.72     0.70     0.37     0.33    53.08   104.99    25.15    24.82
    -6.00    -8.00     9.90     9.43    -0.25    20.68    -4.34     8.69     1.21     0.47     0.74    38.67   107.54    18.83    18.44
    -6.00   -10.00    12.42    11.82     0.01    20.66    -5.58    10.58     1.84     0.59     1.24    32.28   110.13    15.07    14.62
    -6.00   -12.00    14.98    14.22     0.27    20.64    -7.10    12.40     2.58     0.75     1.82    29.17   112.77    12.58    12.06
    -6.00   -14.00    17.58    16.64     0.56    20.61    -8.90    14.16     3.43     0.95     2.48    27.68   115.48    10.80    10.21
    -6.00   -16.00    20.26    19.07     0.87    20.59   -10.99    15.87     4.38     1.19     3.19    27.14   118.27     9.47     8.82
    -6.00   -18.00    23.00    21.52     1.21    20.57   -13.38    17.55     5.45     1.48     3.97    27.21   121.13     8.44     7.72
    -6.00   -20.00    25.83    23.99     1.56    20.54   -16.06    19.21     6.62     1.84     4.78    27.74   124.10     7.62     7.57
    -6.00   -22.00    28.77    26.50     1.95    20.51   -19.05    20.86     7.90     2.26     5.64    28.65   127.19     6.94     8.31
    -8.00     0.00     0.13    -0.13    -0.95    20.75    -2.89     0.13     0.00     0.25    -0.25 ********    97.56 ******** ********
    -8.00     2.00    -2.27    -2.54    -1.12    20.77    -3.02    -2.45    -0.09    -0.26     0.18   300.23    95.14    77.69    77.50
    -8.00     4.00    -4.66    -4.97    -1.28    20.78    -3.43    -4.64    -0.33    -0.30    -0.02    93.06    92.74    37.92    37.66
    -8.00     6.00    -7.05    -7.42    -1.42    20.80    -4.10    -6.72    -0.70    -0.37    -0.33    52.57    90.35    25.13    24.81
    -8.00     8.00    -9.44    -9.90    -1.55    20.82    -5.05    -8.69    -1.21    -0.46    -0.74    38.40    87.98    18.83    18.43
    -8.00    10.00   -11.83   -12.42    -1.66    20.84    -6.28   -10.58    -1.83    -0.59    -1.25    32.13    85.61    15.07    14.61
    -8.00    12.00   -14.23   -14.98    -1.76    20.86    -7.78   -12.40    -2.58    -0.75    -1.83    29.08    83.24    12.57    12.05
    -8.00    14.00   -16.64   -17.59    -1.85    20.88    -9.56   -14.16    -3.43    -0.95    -2.48    27.63    80.87    10.80    10.21
    -8.00    16.00   -19.07   -20.26    -1.92    20.90   -11.63   -15.87    -4.38    -1.19    -3.20    27.11    78.49     9.47     8.82
    -8.00    18.00   -21.52   -23.00    -1.97    20.92   -13.98   -17.56    -5.45    -1.48    -3.97    27.20    76.10     8.44     7.72
    -8.00    20.00   -24.00   -25.84    -2.02    20.94   -16.64   -19.22    -6.62    -1.84    -4.78    27.75    73.70     7.61     7.57
    -8.00    22.00   -26.51   -28.78    -2.04    20.96   -19.59   -20.87    -7.90    -2.27    -5.64    28.68    71.28     6.94     8.31
    -8.00     0.00     0.13    -0.13    -0.95    20.75    -2.89     0.13     0.00     0.25    -0.25 ********    97.56 ******** ********
    -8.00    -2.00     2.54     2.27    -0.77    20.73    -3.02     2.45     0.09     0.26    -0.18   300.23   100.01    77.69    77.50
    -8.00    -4.00     4.97     4.66    -0.57    20.71    -3.43     4.64     0.33     0.30     0.02    93.06   102.48    37.92    37.66
    -8.00    -6.00     7.42     7.05    -0.35    20.69    -4.10     6.72     0.70     0.37     0.33    52.57   104.98    25.13    24.81
    -8.00    -8.00     9.90     9.44    -0.12    20.67    -5.05     8.69     1.21     0.46     0.74    38.40   107.53    18.83    18.43
    -8.00   -10.00    12.42    11.83     0.13    20.65    -6.28    10.58     1.83     0.59     1.25    32.13   110.12    15.07    14.61
    -8.00   -12.00    14.98    14.23     0.39    20.63    -7.78    12.40     2.58     0.75     1.83    29.08   112.77    12.57    12.05
    -8.00   -14.00    17.59    16.64     0.68    20.61    -9.56    14.16     3.43     0.95     2.48    27.63   115.48    10.80    10.21
    -8.00   -16.00    20.26    19.07     0.98    20.59   -11.63    15.87     4.38     1.19     3.20    27.11   118.26     9.47     8.82
    -8.00   -18.00    23.00    21.52     1.31    20.57   -13.98    17.56     5.45     1.48     3.97    27.20   121.13     8.44     7.72
    -8.00   -20.00    25.84    24.00     1.67    20.54   -16.64    19.22     6.62     1.84     4.78    27.75   124.09     7.61     7.57
    -8.00   -22.00    28.78    26.51     2.05    20.51   -19.59    20.87     7.90     2.27     5.64    28.68   127.18     6.94     8.31
   -10.00     0.00     0.12    -0.12    -0.82    20.74    -3.63    -0.12     0.00    -0.25     0.25 ********    97.55 ******** ********
   -10.00     2.00    -2.28    -2.54    -0.98    20.76    -3.77    -2.45    -0.09    -0.26     0.17   295.72    95.13    77.60    77.41
   -10.00     4.00    -4.67    -4.97    -1.14    20.78    -4.17    -4.64    -0.33    -0.30    -0.03    91.83    92.73    37.90    37.64
   -10.00     6.00    -7.05    -7.42    -1.28    20.80    -4.83    -6.72    -0.70    -0.37    -0.34    52.02    90.35    25.12    24.80
   -10.00     8.00    -9.44    -9.90    -1.41    20.81    -5.77    -8.69    -1.21    -0.46    -0.75    38.11    87.97    18.82    18.43
   -10.00    10.00   -11.83   -12.42    -1.52    20.83    -6.98   -10.58    -1.83    -0.59    -1.25    31.95    85.60    15.06    14.61
   -10.00    12.00   -14.23   -14.98    -1.62    20.85    -8.47   -12.40    -2.57    -0.75    -1.83    28.97    83.23    12.57    12.05
   -10.00    14.00   -16.65   -17.59    -1.70    20.87   -10.23   -14.16    -3.43    -0.94    -2.48    27.57    80.86    10.79    10.21
   -10.00    16.00   -19.08   -20.26    -1.77    20.89   -12.27   -15.88    -4.38    -1.19    -3.20    27.08    78.48     9.47     8.82
   -10.00    18.00   -21.53   -23.01    -1.83    20.91   -14.60   -17.56    -5.45    -1.48    -3.97    27.19    76.10     8.44     7.72
   -10.00    20.00   -24.01   -25.84    -1.87    20.93   -17.22   -19.22    -6.62    -1.84    -4.78    27.75    73.70     7.61     7.57
   -10.00    22.00   -26.51   -28.78    -1.90    20.94   -20.14   -20.88    -7.91    -2.27    -5.64    28.69    71.27     6.94     8.31
   -10.00     0.00     0.12    -0.12    -0.82    20.74    -3.63    -0.12     0.00    -0.25     0.25 ********    97.55 ******** ********
   -10.00    -2.00     2.54     2.28    -0.63    20.73    -3.77     2.45     0.09     0.26    -0.17   295.72   100.00    77.60    77.41
   -10.00    -4.00     4.97     4.67    -0.44    20.71    -4.17     4.64     0.33     0.30     0.03    91.83   102.47    37.90    37.64
   -10.00    -6.00     7.42     7.05    -0.22    20.69    -4.83     6.72     0.70     0.37     0.34    52.02   104.97    25.12    24.80
   -10.00    -8.00     9.90     9.44     0.00    20.67    -5.77     8.69     1.21     0.46     0.75    38.11   107.52    18.82    18.43
   -10.00   -10.00    12.42    11.83     0.25    20.65    -6.98    10.58     1.83     0.59     1.25    31.95   110.11    15.06    14.61
   -10.00   -12.00    14.98    14.23     0.51    20.63    -8.47    12.40     2.57     0.75     1.83    28.97   112.76    12.57    12.05
   -10.00   -14.00    17.59    16.65     0.79    20.61   -10.23    14.16     3.43     0.94     2.48    27.57   115.47    10.79    10.21
   -10.00   -16.00    20.26    19.08     1.09    20.59   -12.27    15.88     4.38     1.19     3.20    27.08   118.25     9.47     8.82
   -10.00   -18.00    23.01    21.53     1.42    20.56   -14.60    17.56     5.45     1.48     3.97    27.19   121.12     8.44     7.72
   -10.00   -20.00    25.84    24.01     1.77    20.54   -17.22    19.22     6.62     1.84     4.78    27.75   124.09     7.61     7.57
   -10.00   -22.00    28.78    26.51     2.14    20.51   -20.14    20.88     7.91     2.27     5.64    28.69   127.17     6.94     8.31
