
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.1                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE05 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
     [mm]     [mm]     [mm]     [mm]     [mm]    [min]    [min]    [deg]    [deg]    [deg]     [mm]     [mm]      [N]      [N]
    28.00   -12.00  -298.48  -185.18     8.68     7.85    12.50    -2.23    -0.92     1.38    20.80    -8.55  1733.97   245.94
    28.00   -14.00  -295.82  -185.16     9.41     7.85    12.51    -2.23    -0.86     1.44    20.80    -9.98  1733.97   164.86
    28.00   -16.00  -293.45  -185.14    10.13     7.85    12.51    -2.23    -0.80     1.51    20.80   -11.40  1733.97    83.75
    28.00   -18.00  -291.31  -185.13    10.86     7.85    12.49    -2.23    -0.73     1.58    20.80   -12.82  1733.97     2.64
    30.00     0.00  -389.28  -188.62     0.15     7.37    12.00    -2.30    -1.30     1.05    22.42     0.00  1786.01   728.86
    30.00     2.00  -404.75  -188.79    -0.74     7.37    11.85    -2.30    -1.36     0.99    22.42     1.43  1786.01   808.21
    30.00     4.00  -424.13  -189.00    -1.67     7.37    11.67    -2.30    -1.43     0.92    22.42     2.87  1786.01   887.02
    30.00     6.00  -449.13  -189.28    -2.67     7.37    11.48    -2.30    -1.49     0.85    22.42     4.31  1786.01   965.22
    30.00     8.00  -482.64  -189.65    -3.76     7.37    11.27    -2.30    -1.56     0.78    22.42     5.76  1786.01  1042.69
    30.00    10.00  -529.90  -190.17    -5.01     7.37    11.03    -2.30    -1.62     0.71    22.42     7.21  1786.01  1119.30
    30.00    12.00  -601.64  -190.96    -6.53     7.37    10.77    -2.30    -1.69     0.65    22.42     8.67  1786.01  1194.91
    30.00    14.00  -723.62  -192.31    -8.61     7.37    10.49    -2.30    -1.75     0.58    22.42    10.13  1786.01  1269.36
    30.00    16.00  -977.39  -195.10   -12.15     7.37    10.19    -2.30    -1.82     0.51    22.42    11.61  1786.01  1342.43
    30.00    18.00 -1829.36  -204.50   -22.29     7.37     9.86    -2.30    -1.88     0.44    22.42    13.10  1786.01  1413.91
    30.00    20.00  8491.40   -90.65    90.81     7.37     9.51    -2.30    -1.95     0.37    22.42    14.60  1786.01  1483.48
    30.00    22.00   900.56  -174.39     6.31     7.37     9.13    -2.30    -2.02     0.30    22.42    16.11  1786.01  1550.80
    30.00    24.00   362.51  -180.32    -0.40     7.37     8.73    -2.30    -2.09     0.22    22.42    17.65  1786.01  1615.42
    30.00    26.00   165.48  -182.50    -3.35     7.37     8.30    -2.30    -2.16     0.15    22.42    19.21  1786.01  1676.74
    30.00    28.00    63.02  -183.63    -5.28     7.37     7.85    -2.30    -2.23     0.08    22.42    20.80  1786.01  1733.97
    30.00    30.00     0.00  -184.32    -6.79     7.37     7.37    -2.30    -2.30     0.00    22.42    22.42  1786.01  1786.01
    30.00    32.00   -42.90  -184.80    -8.10     7.37     6.85    -2.30    -2.37    -0.08    22.42    24.09  1786.01  1831.22
    30.00    34.00   -74.25  -185.14    -9.32     7.37     6.31    -2.30    -2.45    -0.16    22.42    25.83  1786.01  1866.99
    30.00    36.00   -98.51  -185.41   -10.52     7.37     5.74    -2.30    -2.53    -0.25    22.42    27.67  1786.01  1888.60
    30.00     0.00  -389.28  -188.62     0.15     7.37    12.00    -2.30    -1.30     1.05    22.42     0.00  1786.01   728.86
    30.00    -2.00  -376.64  -188.48     1.00     7.37    12.13    -2.30    -1.24     1.12    22.42    -1.43  1786.01   649.07
    30.00    -4.00  -366.12  -188.36     1.83     7.37    12.24    -2.30    -1.17     1.19    22.42    -2.86  1786.01   568.92
    30.00    -6.00  -357.23  -188.26     2.64     7.37    12.34    -2.30    -1.11     1.25    22.42    -4.28  1786.01   488.47
    30.00    -8.00  -349.60  -188.18     3.44     7.37    12.41    -2.30    -1.05     1.32    22.42    -5.71  1786.01   407.79
    30.00   -10.00  -343.00  -188.11     4.22     7.37    12.46    -2.30    -0.98     1.39    22.42    -7.13  1786.01   326.93
    30.00   -12.00  -337.22  -188.04     5.00     7.37    12.50    -2.30    -0.92     1.45    22.42    -8.55  1786.01   245.94
    30.00   -14.00  -332.12  -187.99     5.76     7.37    12.51    -2.30    -0.86     1.52    22.42    -9.98  1786.01   164.86
    30.00   -16.00  -327.58  -187.94     6.52     7.37    12.51    -2.30    -0.80     1.59    22.42   -11.40  1786.01    83.75
    30.00   -18.00  -323.52  -187.89     7.28     7.37    12.49    -2.30    -0.73     1.65    22.42   -12.82  1786.01     2.64
    32.00     0.00  -473.41  -192.86    -4.93     6.85    12.00    -2.37    -1.30     1.13    24.09     0.00  1831.22   728.86
    32.00     2.00  -501.90  -193.30    -6.10     6.85    11.85    -2.37    -1.36     1.06    24.09     1.43  1831.22   808.21
    32.00     4.00  -538.81  -193.88    -7.39     6.85    11.67    -2.37    -1.43     1.00    24.09     2.87  1831.22   887.02
    32.00     6.00  -588.54  -194.66    -8.89     6.85    11.48    -2.37    -1.49     0.93    24.09     4.31  1831.22   965.22
    32.00     8.00  -659.21  -195.76   -10.72     6.85    11.27    -2.37    -1.56     0.86    24.09     5.76  1831.22  1042.69
    32.00    10.00  -767.66  -197.46   -13.14     6.85    11.03    -2.37    -1.62     0.79    24.09     7.21  1831.22  1119.30
    32.00    12.00  -955.38  -200.39   -16.80     6.85    10.77    -2.37    -1.69     0.72    24.09     8.67  1831.22  1194.91
    32.00    14.00 -1359.83  -206.70   -23.85     6.85    10.49    -2.37    -1.75     0.66    24.09    10.13  1831.22  1269.36
    32.00    16.00 -2872.19  -230.32   -48.21     6.85    10.19    -2.37    -1.82     0.59    24.09    11.61  1831.22  1342.43
    32.00    18.00  6796.12   -79.32   102.05     6.85     9.86    -2.37    -1.88     0.52    24.09    13.10  1831.22  1413.91
    32.00    20.00  1243.62  -166.04    14.57     6.85     9.51    -2.37    -1.95     0.45    24.09    14.60  1831.22  1483.48
    32.00    22.00   581.74  -176.38     3.48     6.85     9.13    -2.37    -2.02     0.37    24.09    16.11  1831.22  1550.80
    32.00    24.00   324.25  -180.40    -1.32     6.85     8.73    -2.37    -2.09     0.30    24.09    17.65  1831.22  1615.42
    32.00    26.00   187.01  -182.55    -4.24     6.85     8.30    -2.37    -2.16     0.23    24.09    19.21  1831.22  1676.74
    32.00    28.00   101.50  -183.88    -6.37     6.85     7.85    -2.37    -2.23     0.15    24.09    20.80  1831.22  1733.97
    32.00    30.00    42.90  -184.80    -8.10     6.85     7.37    -2.37    -2.30     0.08    24.09    22.42  1831.22  1786.01
    32.00    32.00     0.00  -185.47    -9.61     6.85     6.85    -2.37    -2.37     0.00    24.09    24.09  1831.22  1831.22
    32.00    34.00   -33.04  -185.98   -11.00     6.85     6.31    -2.37    -2.45    -0.08    24.09    25.83  1831.22  1866.99
    32.00    36.00   -59.66  -186.40   -12.34     6.85     5.74    -2.37    -2.53    -0.17    24.09    27.67  1831.22  1888.60
    32.00     0.00  -473.41  -192.86    -4.93     6.85    12.00    -2.37    -1.30     1.13    24.09     0.00  1831.22   728.86
    32.00    -2.00  -450.74  -192.51    -3.86     6.85    12.13    -2.37    -1.24     1.20    24.09    -1.43  1831.22   649.07
    32.00    -4.00  -432.28  -192.22    -2.86     6.85    12.24    -2.37    -1.17     1.27    24.09    -2.86  1831.22   568.92
    32.00    -6.00  -416.93  -191.98    -1.91     6.85    12.34    -2.37    -1.11     1.33    24.09    -4.28  1831.22   488.47
    32.00    -8.00  -403.98  -191.78    -1.00     6.85    12.41    -2.37    -1.05     1.40    24.09    -5.71  1831.22   407.79
    32.00   -10.00  -392.90  -191.60    -0.11     6.85    12.46    -2.37    -0.98     1.47    24.09    -7.13  1831.22   326.93
    32.00   -12.00  -383.31  -191.45     0.75     6.85    12.50    -2.37    -0.92     1.53    24.09    -8.55  1831.22   245.94
    32.00   -14.00  -374.93  -191.32     1.59     6.85    12.51    -2.37    -0.86     1.60    24.09    -9.98  1831.22   164.86
    32.00   -16.00  -367.54  -191.21     2.41     6.85    12.51    -2.37    -0.80     1.67    24.09   -11.40  1831.22    83.75
    32.00   -18.00  -360.97  -191.10     3.23     6.85    12.49    -2.37    -0.73     1.73    24.09   -12.82  1831.22     2.64
    34.00     0.00  -588.25  -198.65   -11.60     6.31    12.00    -2.45    -1.30     1.21    25.83     0.00  1866.99   728.86
    34.00     2.00  -639.27  -199.69   -13.36     6.31    11.85    -2.45    -1.36     1.15    25.83     1.43  1866.99   808.21
    34.00     4.00  -708.58  -201.10   -15.49     6.31    11.67    -2.45    -1.43     1.08    25.83     2.87  1866.99   887.02
    34.00     6.00  -808.22  -203.14   -18.24     6.31    11.48    -2.45    -1.49     1.01    25.83     4.31  1866.99   965.22
    34.00     8.00  -963.77  -206.31   -22.14     6.31    11.27    -2.45    -1.56     0.94    25.83     5.76  1866.99  1042.69
    34.00    10.00 -1240.85  -211.96   -28.51     6.31    11.03    -2.45    -1.62     0.87    25.83     7.21  1866.99  1119.30
    34.00    12.00 -1873.92  -224.87   -42.15     6.31    10.77    -2.45    -1.69     0.81    25.83     8.67  1866.99  1194.91
    34.00    14.00 -4787.59  -284.28  -102.30     6.31    10.49    -2.45    -1.75     0.74    25.83    10.13  1866.99  1269.36
    34.00    16.00  5387.62   -76.79   104.45     6.31    10.19    -2.45    -1.82     0.67    25.83    11.61  1866.99  1342.43
    34.00    18.00  1480.29  -156.47    24.02     6.31     9.86    -2.45    -1.88     0.60    25.83    13.10  1866.99  1413.91
    34.00    20.00   768.49  -170.99     8.76     6.31     9.51    -2.45    -1.95     0.53    25.83    14.60  1866.99  1483.48
    34.00    22.00   469.54  -177.08     1.90     6.31     9.13    -2.45    -2.02     0.46    25.83    16.11  1866.99  1550.80
    34.00    24.00   304.75  -180.44    -2.23     6.31     8.73    -2.45    -2.09     0.38    25.83    17.65  1866.99  1615.42
    34.00    26.00   200.15  -182.57    -5.14     6.31     8.30    -2.45    -2.16     0.31    25.83    19.21  1866.99  1676.74
    34.00    28.00   127.66  -184.05    -7.42     6.31     7.85    -2.45    -2.23     0.24    25.83    20.80  1866.99  1733.97
    34.00    30.00    74.25  -185.14    -9.32     6.31     7.37    -2.45    -2.30     0.16    25.83    22.42  1866.99  1786.01
    34.00    32.00    33.04  -185.98   -11.00     6.31     6.85    -2.45    -2.37     0.08    25.83    24.09  1866.99  1831.22
    34.00    34.00     0.00  -186.66   -12.55     6.31     6.31    -2.45    -2.45     0.00    25.83    25.83  1866.99  1866.99
    34.00    36.00   -27.49  -187.22   -14.04     6.31     5.74    -2.45    -2.53    -0.09    25.83    27.67  1866.99  1888.60
    34.00     0.00  -588.25  -198.65   -11.60     6.31    12.00    -2.45    -1.30     1.21    25.83     0.00  1866.99   728.86
    34.00    -2.00  -549.11  -197.85   -10.09     6.31    12.13    -2.45    -1.24     1.28    25.83    -1.43  1866.99   649.07
    34.00    -4.00  -518.13  -197.22    -8.74     6.31    12.24    -2.45    -1.17     1.35    25.83    -2.86  1866.99   568.92
    34.00    -6.00  -492.98  -196.71    -7.52     6.31    12.34    -2.45    -1.11     1.41    25.83    -4.28  1866.99   488.47
    34.00    -8.00  -472.16  -196.28    -6.38     6.31    12.41    -2.45    -1.05     1.48    25.83    -5.71  1866.99   407.79
    34.00   -10.00  -454.63  -195.93    -5.31     6.31    12.46    -2.45    -0.98     1.55    25.83    -7.13  1866.99   326.93
    34.00   -12.00  -439.67  -195.62    -4.30     6.31    12.50    -2.45    -0.92     1.61    25.83    -8.55  1866.99   245.94
    34.00   -14.00  -426.74  -195.36    -3.32     6.31    12.51    -2.45    -0.86     1.68    25.83    -9.98  1866.99   164.86
    34.00   -16.00  -415.46  -195.13    -2.38     6.31    12.51    -2.45    -0.80     1.75    25.83   -11.40  1866.99    83.75
    34.00   -18.00  -405.53  -194.93    -1.47     6.31    12.49    -2.45    -0.73     1.81    25.83   -12.82  1866.99     2.64
    36.00     0.00  -757.65  -207.19   -21.07     5.74    12.00    -2.53    -1.30     1.30    27.67     0.00  1888.60   728.86
    36.00     2.00  -852.60  -209.61   -24.20     5.74    11.85    -2.53    -1.36     1.23    27.67     1.43  1888.60   808.21
    36.00     4.00  -991.57  -213.15   -28.45     5.74    11.67    -2.53    -1.43     1.16    27.67     2.87  1888.60   887.02
    36.00     6.00 -1214.57  -218.82   -34.85     5.74    11.48    -2.53    -1.49     1.10    27.67     4.31  1888.60   965.22
    36.00     8.00 -1631.12  -229.42   -46.17     5.74    11.27    -2.53    -1.56     1.03    27.67     5.76  1888.60  1042.69
    36.00    10.00 -2687.51  -256.30   -73.78     5.74    11.03    -2.53    -1.62     0.96    27.67     7.21  1888.60  1119.30
    36.00    12.00 ********  -461.77  -279.98     5.74    10.77    -2.53    -1.69     0.89    27.67     8.67  1888.60  1194.91
    36.00    14.00  4262.61   -79.46   101.60     5.74    10.49    -2.53    -1.75     0.82    27.67    10.13  1888.60  1269.36
    36.00    16.00  1601.10  -147.18    33.14     5.74    10.19    -2.53    -1.82     0.75    27.67    11.61  1888.60  1342.43
    36.00    18.00   911.30  -164.73    14.84     5.74     9.86    -2.53    -1.88     0.68    27.67    13.10  1888.60  1413.91
    36.00    20.00   594.11  -172.80     6.02     5.74     9.51    -2.53    -1.95     0.61    27.67    14.60  1888.60  1483.48
    36.00    22.00   411.58  -177.44     0.61     5.74     9.13    -2.53    -2.02     0.54    27.67    16.11  1888.60  1550.80
    36.00    24.00   292.79  -180.47    -3.18     5.74     8.73    -2.53    -2.09     0.47    27.67    17.65  1888.60  1615.42
    36.00    26.00   209.14  -182.59    -6.09     5.74     8.30    -2.53    -2.16     0.40    27.67    19.21  1888.60  1676.74
    36.00    28.00   146.86  -184.18    -8.47     5.74     7.85    -2.53    -2.23     0.32    27.67    20.80  1888.60  1733.97
    36.00    30.00    98.51  -185.41   -10.52     5.74     7.37    -2.53    -2.30     0.25    27.67    22.42  1888.60  1786.01
    36.00    32.00    59.66  -186.40   -12.34     5.74     6.85    -2.53    -2.37     0.17    27.67    24.09  1888.60  1831.22
    36.00    34.00    27.49  -187.22   -14.04     5.74     6.31    -2.53    -2.45     0.09    27.67    25.83  1888.60  1866.99
    36.00    36.00     0.00  -187.92   -15.66     5.74     5.74    -2.53    -2.53     0.00    27.67    27.67  1888.60  1888.60
    36.00     0.00  -757.65  -207.19   -21.07     5.74    12.00    -2.53    -1.30     1.30    27.67     0.00  1888.60   728.86
    36.00    -2.00  -688.65  -205.44   -18.60     5.74    12.13    -2.53    -1.24     1.37    27.67    -1.43  1888.60   649.07
    36.00    -4.00  -636.21  -204.10   -16.55     5.74    12.24    -2.53    -1.17     1.43    27.67    -2.86  1888.60   568.92
    36.00    -6.00  -595.01  -203.06   -14.79     5.74    12.34    -2.53    -1.11     1.50    27.67    -4.28  1888.60   488.47
    36.00    -8.00  -561.77  -202.21   -13.23     5.74    12.41    -2.53    -1.05     1.57    27.67    -5.71  1888.60   407.79
    36.00   -10.00  -534.37  -201.51   -11.82     5.74    12.46    -2.53    -0.98     1.63    27.67    -7.13  1888.60   326.93
    36.00   -12.00  -511.41  -200.93   -10.53     5.74    12.50    -2.53    -0.92     1.70    27.67    -8.55  1888.60   245.94
    36.00   -14.00  -491.87  -200.43    -9.32     5.74    12.51    -2.53    -0.86     1.77    27.67    -9.98  1888.60   164.86
    36.00   -16.00  -475.04  -200.00    -8.18     5.74    12.51    -2.53    -0.80     1.83    27.67   -11.40  1888.60    83.75
    36.00   -18.00  -460.40  -199.63    -7.10     5.74    12.49    -2.53    -0.73     1.90    27.67   -12.82  1888.60     2.64
     0.00     0.00     0.00  -168.99    31.01    12.00    12.00    -1.30    -1.30     0.00     0.00     0.00   728.86   728.86
     0.00     2.00    10.15  -169.50    29.79    12.00    11.85    -1.30    -1.36    -0.07     0.00     1.43   728.86   808.21
     0.00     4.00    21.18  -170.05    28.51    12.00    11.67    -1.30    -1.43    -0.13     0.00     2.87   728.86   887.02
     0.00     6.00    33.21  -170.66    27.18    12.00    11.48    -1.30    -1.49    -0.20     0.00     4.31   728.86   965.22
     0.00     8.00    46.41  -171.33    25.79    12.00    11.27    -1.30    -1.56    -0.27     0.00     5.76   728.86  1042.69
     0.00    10.00    60.94  -172.06    24.33    12.00    11.03    -1.30    -1.62    -0.34     0.00     7.21   728.86  1119.30
     0.00    12.00    77.05  -172.87    22.79    12.00    10.77    -1.30    -1.69    -0.41     0.00     8.67   728.86  1194.91
     0.00    14.00    95.02  -173.78    21.15    12.00    10.49    -1.30    -1.75    -0.48     0.00    10.13   728.86  1269.36
     0.00    16.00   115.21  -174.80    19.39    12.00    10.19    -1.30    -1.82    -0.55     0.00    11.61   728.86  1342.43
     0.00    18.00   138.09  -175.95    17.49    12.00     9.86    -1.30    -1.88    -0.62     0.00    13.10   728.86  1413.91
     0.00    20.00   164.28  -177.27    15.42    12.00     9.51    -1.30    -1.95    -0.69     0.00    14.60   728.86  1483.48
     0.00    22.00   194.60  -178.80    13.13    12.00     9.13    -1.30    -2.02    -0.76     0.00    16.11   728.86  1550.80
     0.00    24.00   230.18  -180.59    10.57    12.00     8.73    -1.30    -2.09    -0.83     0.00    17.65   728.86  1615.42
     0.00    26.00   272.66  -182.74     7.64    12.00     8.30    -1.30    -2.16    -0.90     0.00    19.21   728.86  1676.74
     0.00    28.00   324.45  -185.35     4.23    12.00     7.85    -1.30    -2.23    -0.98     0.00    20.80   728.86  1733.97
     0.00    30.00   389.28  -188.62     0.15    12.00     7.37    -1.30    -2.30    -1.05     0.00    22.42   728.86  1786.01
     0.00    32.00   473.41  -192.86    -4.93    12.00     6.85    -1.30    -2.37    -1.13     0.00    24.09   728.86  1831.22
     0.00    34.00   588.25  -198.65   -11.60    12.00     6.31    -1.30    -2.45    -1.21     0.00    25.83   728.86  1866.99
     0.00    36.00   757.65  -207.19   -21.07    12.00     5.74    -1.30    -2.53    -1.30     0.00    27.67   728.86  1888.60
     0.00     0.00     0.00  -168.99    31.01    12.00    12.00    -1.30    -1.30     0.00     0.00     0.00   728.86   728.86
     0.00    -2.00    -9.38  -168.51    32.20    12.00    12.13    -1.30    -1.24     0.07     0.00    -1.43   728.86   649.07
     0.00    -4.00   -18.07  -168.07    33.35    12.00    12.24    -1.30    -1.17     0.13     0.00    -2.86   728.86   568.92
     0.00    -6.00   -26.15  -167.67    34.47    12.00    12.34    -1.30    -1.11     0.20     0.00    -4.28   728.86   488.47
     0.00    -8.00   -33.68  -167.29    35.57    12.00    12.41    -1.30    -1.05     0.27     0.00    -5.71   728.86   407.79
     0.00   -10.00   -40.73  -166.93    36.63    12.00    12.46    -1.30    -0.98     0.34     0.00    -7.13   728.86   326.93
     0.00   -12.00   -47.34  -166.60    37.68    12.00    12.50    -1.30    -0.92     0.40     0.00    -8.55   728.86   245.94
     0.00   -14.00   -53.55  -166.29    38.70    12.00    12.51    -1.30    -0.86     0.47     0.00    -9.98   728.86   164.86
     0.00   -16.00   -59.39  -165.99    39.70    12.00    12.51    -1.30    -0.80     0.54     0.00   -11.40   728.86    83.75
     0.00   -18.00   -64.91  -165.71    40.69    12.00    12.49    -1.30    -0.73     0.60     0.00   -12.82   728.86     2.64
    -2.00     0.00     9.38  -168.51    32.20    12.13    12.00    -1.24    -1.30    -0.07    -1.43     0.00   649.07   728.86
    -2.00     2.00    19.50  -169.06    30.94    12.13    11.85    -1.24    -1.36    -0.13    -1.43     1.43   649.07   808.21
    -2.00     4.00    30.46  -169.66    29.62    12.13    11.67    -1.24    -1.43    -0.20    -1.43     2.87   649.07   887.02
    -2.00     6.00    42.38  -170.31    28.25    12.13    11.48    -1.24    -1.49    -0.27    -1.43     4.31   649.07   965.22
    -2.00     8.00    55.40  -171.01    26.82    12.13    11.27    -1.24    -1.56    -0.34    -1.43     5.76   649.07  1042.69
    -2.00    10.00    69.68  -171.79    25.32    12.13    11.03    -1.24    -1.62    -0.41    -1.43     7.21   649.07  1119.30
    -2.00    12.00    85.44  -172.65    23.73    12.13    10.77    -1.24    -1.69    -0.47    -1.43     8.67   649.07  1194.91
    -2.00    14.00   102.93  -173.60    22.05    12.13    10.49    -1.24    -1.75    -0.54    -1.43    10.13   649.07  1269.36
    -2.00    16.00   122.47  -174.66    20.24    12.13    10.19    -1.24    -1.82    -0.61    -1.43    11.61   649.07  1342.43
    -2.00    18.00   144.48  -175.86    18.30    12.13     9.86    -1.24    -1.88    -0.68    -1.43    13.10   649.07  1413.91
    -2.00    20.00   169.48  -177.22    16.19    12.13     9.51    -1.24    -1.95    -0.75    -1.43    14.60   649.07  1483.48
    -2.00    22.00   198.19  -178.78    13.87    12.13     9.13    -1.24    -2.02    -0.82    -1.43    16.11   649.07  1550.80
    -2.00    24.00   231.56  -180.59    11.28    12.13     8.73    -1.24    -2.09    -0.90    -1.43    17.65   649.07  1615.42
    -2.00    26.00   270.95  -182.73     8.36    12.13     8.30    -1.24    -2.16    -0.97    -1.43    19.21   649.07  1676.74
    -2.00    28.00   318.32  -185.31     4.99    12.13     7.85    -1.24    -2.23    -1.04    -1.43    20.80   649.07  1733.97
    -2.00    30.00   376.64  -188.48     1.00    12.13     7.37    -1.24    -2.30    -1.12    -1.43    22.42   649.07  1786.01
    -2.00    32.00   450.74  -192.51    -3.86    12.13     6.85    -1.24    -2.37    -1.20    -1.43    24.09   649.07  1831.22
    -2.00    34.00   549.11  -197.85   -10.09    12.13     6.31    -1.24    -2.45    -1.28    -1.43    25.83   649.07  1866.99
    -2.00    36.00   688.65  -205.44   -18.60    12.13     5.74    -1.24    -2.53    -1.37    -1.43    27.67   649.07  1888.60
    -2.00     0.00     9.38  -168.51    32.20    12.13    12.00    -1.24    -1.30    -0.07    -1.43     0.00   649.07   728.86
    -2.00    -2.00     0.00  -168.00    33.43    12.13    12.13    -1.24    -1.24     0.00    -1.43    -1.43   649.07   649.07
    -2.00    -4.00    -8.71  -167.53    34.61    12.13    12.24    -1.24    -1.17     0.07    -1.43    -2.86   649.07   568.92
    -2.00    -6.00   -16.84  -167.09    35.77    12.13    12.34    -1.24    -1.11     0.13    -1.43    -4.28   649.07   488.47
    -2.00    -8.00   -24.43  -166.67    36.89    12.13    12.41    -1.24    -1.05     0.20    -1.43    -5.71   649.07   407.79
    -2.00   -10.00   -31.55  -166.29    37.99    12.13    12.46    -1.24    -0.98     0.27    -1.43    -7.13   649.07   326.93
    -2.00   -12.00   -38.23  -165.92    39.06    12.13    12.50    -1.24    -0.92     0.33    -1.43    -8.55   649.07   245.94
    -2.00   -14.00   -44.53  -165.58    40.12    12.13    12.51    -1.24    -0.86     0.40    -1.43    -9.98   649.07   164.86
    -2.00   -16.00   -50.46  -165.26    41.15    12.13    12.51    -1.24    -0.80     0.47    -1.43   -11.40   649.07    83.75
    -2.00   -18.00   -56.08  -164.95    42.16    12.13    12.49    -1.24    -0.73     0.54    -1.43   -12.82   649.07     2.64
    -4.00     0.00    18.07  -168.07    33.35    12.24    12.00    -1.17    -1.30    -0.13    -2.86     0.00   568.92   728.86
    -4.00     2.00    28.13  -168.66    32.05    12.24    11.85    -1.17    -1.36    -0.20    -2.86     1.43   568.92   808.21
    -4.00     4.00    39.01  -169.29    30.70    12.24    11.67    -1.17    -1.43    -0.27    -2.86     2.87   568.92   887.02
    -4.00     6.00    50.79  -169.98    29.29    12.24    11.48    -1.17    -1.49    -0.34    -2.86     4.31   568.92   965.22
    -4.00     8.00    63.62  -170.73    27.82    12.24    11.27    -1.17    -1.56    -0.40    -2.86     5.76   568.92  1042.69
    -4.00    10.00    77.64  -171.55    26.28    12.24    11.03    -1.17    -1.62    -0.47    -2.86     7.21   568.92  1119.30
    -4.00    12.00    93.05  -172.44    24.65    12.24    10.77    -1.17    -1.69    -0.54    -2.86     8.67   568.92  1194.91
    -4.00    14.00   110.07  -173.44    22.92    12.24    10.49    -1.17    -1.75    -0.61    -2.86    10.13   568.92  1269.36
    -4.00    16.00   128.99  -174.54    21.08    12.24    10.19    -1.17    -1.82    -0.68    -2.86    11.61   568.92  1342.43
    -4.00    18.00   150.17  -175.77    19.10    12.24     9.86    -1.17    -1.88    -0.75    -2.86    13.10   568.92  1413.91
    -4.00    20.00   174.08  -177.17    16.95    12.24     9.51    -1.17    -1.95    -0.82    -2.86    14.60   568.92  1483.48
    -4.00    22.00   201.34  -178.76    14.60    12.24     9.13    -1.17    -2.02    -0.89    -2.86    16.11   568.92  1550.80
    -4.00    24.00   232.77  -180.59    12.00    12.24     8.73    -1.17    -2.09    -0.96    -2.86    17.65   568.92  1615.42
    -4.00    26.00   269.49  -182.73     9.08    12.24     8.30    -1.17    -2.16    -1.04    -2.86    19.21   568.92  1676.74
    -4.00    28.00   313.13  -185.27     5.74    12.24     7.85    -1.17    -2.23    -1.11    -2.86    20.80   568.92  1733.97
    -4.00    30.00   366.12  -188.36     1.83    12.24     7.37    -1.17    -2.30    -1.19    -2.86    22.42   568.92  1786.01
    -4.00    32.00   432.28  -192.22    -2.86    12.24     6.85    -1.17    -2.37    -1.27    -2.86    24.09   568.92  1831.22
    -4.00    34.00   518.13  -197.22    -8.74    12.24     6.31    -1.17    -2.45    -1.35    -2.86    25.83   568.92  1866.99
    -4.00    36.00   636.21  -204.10   -16.55    12.24     5.74    -1.17    -2.53    -1.43    -2.86    27.67   568.92  1888.60
    -4.00     0.00    18.07  -168.07    33.35    12.24    12.00    -1.17    -1.30    -0.13    -2.86     0.00   568.92   728.86
    -4.00    -2.00     8.71  -167.53    34.61    12.24    12.13    -1.17    -1.24    -0.07    -2.86    -1.43   568.92   649.07
    -4.00    -4.00     0.00  -167.02    35.84    12.24    12.24    -1.17    -1.17     0.00    -2.86    -2.86   568.92   568.92
    -4.00    -6.00    -8.14  -166.55    37.02    12.24    12.34    -1.17    -1.11     0.07    -2.86    -4.28   568.92   488.47
    -4.00    -8.00   -15.77  -166.10    38.18    12.24    12.41    -1.17    -1.05     0.13    -2.86    -5.71   568.92   407.79
    -4.00   -10.00   -22.93  -165.68    39.31    12.24    12.46    -1.17    -0.98     0.20    -2.86    -7.13   568.92   326.93
    -4.00   -12.00   -29.68  -165.29    40.41    12.24    12.50    -1.17    -0.92     0.27    -2.86    -8.55   568.92   245.94
    -4.00   -14.00   -36.04  -164.92    41.49    12.24    12.51    -1.17    -0.86     0.33    -2.86    -9.98   568.92   164.86
    -4.00   -16.00   -42.04  -164.57    42.55    12.24    12.51    -1.17    -0.80     0.40    -2.86   -11.40   568.92    83.75
    -4.00   -18.00   -47.73  -164.24    43.59    12.24    12.49    -1.17    -0.73     0.47    -2.86   -12.82   568.92     2.64
    -6.00     0.00    26.15  -167.67    34.47    12.34    12.00    -1.11    -1.30    -0.20    -4.28     0.00   488.47   728.86
    -6.00     2.00    36.14  -168.29    33.14    12.34    11.85    -1.11    -1.36    -0.27    -4.28     1.43   488.47   808.21
    -6.00     4.00    46.91  -168.96    31.75    12.34    11.67    -1.11    -1.43    -0.34    -4.28     2.87   488.47   887.02
    -6.00     6.00    58.55  -169.68    30.30    12.34    11.48    -1.11    -1.49    -0.40    -4.28     4.31   488.47   965.22
    -6.00     8.00    71.17  -170.47    28.79    12.34    11.27    -1.11    -1.56    -0.47    -4.28     5.76   488.47  1042.69
    -6.00    10.00    84.93  -171.32    27.21    12.34    11.03    -1.11    -1.62    -0.54    -4.28     7.21   488.47  1119.30
    -6.00    12.00    99.98  -172.26    25.54    12.34    10.77    -1.11    -1.69    -0.61    -4.28     8.67   488.47  1194.91
    -6.00    14.00   116.54  -173.29    23.78    12.34    10.49    -1.11    -1.75    -0.68    -4.28    10.13   488.47  1269.36
