
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Reciprocal Kinematics                                           FSE04 rear suspension                               

  WhlTraL  WhlTraR    RCLat   RCVert   RCHeig     ToeL     ToeR  CamberL  CamberR  TotRoll  TransZL  TransZR WhlLoadL WhlLoadR
    40.00    -6.00  1389.46  -118.49    68.38    97.31    -1.73    -2.50    -1.13     1.74    30.64    -4.45  1737.56   541.77
    40.00    -8.00  1847.24   -89.04    98.57    97.31    -6.35    -2.50    -1.07     1.81    30.64    -5.93  1737.56   484.41
    40.00   -10.00  2651.77   -37.28   151.07    97.31   -10.99    -2.50    -1.01     1.88    30.64    -7.41  1737.56   426.77
    40.00   -12.00  4437.51    77.61   266.70    97.31   -15.65    -2.50    -0.96     1.95    30.64    -8.88  1737.56   368.86
    40.00   -14.00 11805.85   551.66   741.48    97.31   -20.33    -2.50    -0.90     2.02    30.64   -10.36  1737.56   310.68
    40.00   -16.00 ******** -1605.84 -1415.28    97.31   -25.04    -2.50    -0.84     2.09    30.64   -11.83  1737.56   252.24
    40.00   -18.00 -5957.81  -591.19  -399.90    97.31   -29.76    -2.50    -0.79     2.15    30.64   -13.29  1737.56   193.56
    40.00   -20.00 -3550.42  -436.31  -244.29    97.31   -34.51    -2.50    -0.73     2.22    30.64   -14.76  1737.56   134.63
    40.00   -22.00 -2575.84  -373.61  -180.85    97.31   -39.28    -2.50    -0.68     2.29    30.64   -16.22  1737.56    75.47
    40.00   -24.00 -2048.25  -339.66  -146.18    97.31   -44.08    -2.50    -0.62     2.36    30.64   -17.69  1737.56    16.08
    40.00   -26.00 -1944.81  -333.01  -139.33    97.31   -45.38    -2.50    -0.60     2.37    30.64   -18.08  1737.56     0.00
    42.00     0.00   677.63  -162.29    21.55   101.13    12.00    -2.56    -1.30     1.61    32.24     0.00  1780.87   712.01
    42.00     2.00   579.36  -169.10    14.00   101.13    16.54    -2.56    -1.36     1.54    32.24     1.49  1780.87   768.10
    42.00     4.00   499.39  -174.64     7.72   101.13    21.05    -2.56    -1.42     1.47    32.24     2.98  1780.87   823.84
    42.00     6.00   433.05  -179.23     2.37   101.13    25.54    -2.56    -1.47     1.39    32.24     4.48  1780.87   879.21
    42.00     8.00   377.11  -183.10    -2.25   101.13    30.01    -2.56    -1.53     1.32    32.24     5.98  1780.87   934.19
    42.00    10.00   329.31  -186.41    -6.31   101.13    34.46    -2.56    -1.59     1.25    32.24     7.48  1780.87   988.75
    42.00    12.00   287.98  -189.28    -9.93   101.13    38.88    -2.56    -1.65     1.17    32.24     8.99  1780.87  1042.89
    42.00    14.00   251.88  -191.78   -13.18   101.13    43.27    -2.56    -1.71     1.10    32.24    10.50  1780.87  1096.57
    42.00    16.00   220.08  -193.98   -16.15   101.13    47.64    -2.56    -1.77     1.02    32.24    12.01  1780.87  1149.76
    42.00    18.00   191.85  -195.93   -18.86   101.13    51.98    -2.56    -1.83     0.95    32.24    13.53  1780.87  1202.44
    42.00    20.00   166.61  -197.68   -21.37   101.13    56.30    -2.56    -1.89     0.87    32.24    15.06  1780.87  1254.59
    42.00    22.00   143.92  -199.25   -23.71   101.13    60.58    -2.56    -1.94     0.80    32.24    16.59  1780.87  1306.16
    42.00    24.00   123.39  -200.67   -25.90   101.13    64.83    -2.56    -2.01     0.72    32.24    18.12  1780.87  1357.12
    42.00    26.00   104.73  -201.97   -27.97   101.13    69.04    -2.56    -2.07     0.64    32.24    19.66  1780.87  1407.43
    42.00    28.00    87.69  -203.15   -29.92   101.13    73.22    -2.56    -2.13     0.56    32.24    21.21  1780.87  1457.06
    42.00    30.00    72.07  -204.23   -31.78   101.13    77.35    -2.56    -2.19     0.49    32.24    22.76  1780.87  1505.95
    42.00    32.00    57.69  -205.22   -33.56   101.13    81.45    -2.56    -2.25     0.41    32.24    24.32  1780.87  1554.06
    42.00    34.00    44.41  -206.14   -35.27   101.13    85.49    -2.56    -2.31     0.33    32.24    25.89  1780.87  1601.34
    42.00    36.00    32.10  -207.00   -36.91   101.13    89.49    -2.56    -2.37     0.25    32.24    27.46  1780.87  1647.72
    42.00    38.00    20.65  -207.79   -38.50   101.13    93.43    -2.56    -2.44     0.17    32.24    29.05  1780.87  1693.16
    42.00    40.00     9.98  -208.53   -40.03   101.13    97.31    -2.56    -2.50     0.08    32.24    30.64  1780.87  1737.56
    42.00    42.00     0.00  -209.22   -41.53   101.13   101.13    -2.56    -2.56     0.00    32.24    32.24  1780.87  1780.87
    42.00    44.00    -9.35  -209.87   -42.99   101.13   104.87    -2.56    -2.63    -0.08    32.24    33.86  1780.87  1822.99
    42.00    46.00   -18.14  -210.48   -44.41   101.13   108.54    -2.56    -2.69    -0.17    32.24    35.48  1780.87  1863.83
    42.00    48.00   -26.42  -211.05   -45.81   101.13   112.13    -2.56    -2.76    -0.25    32.24    37.12  1780.87  1903.30
    42.00    50.00   -34.23  -211.59   -47.18   101.13   115.62    -2.56    -2.82    -0.34    32.24    38.77  1780.87  1941.28
    42.00    52.00   -41.63  -212.10   -48.53   101.13   119.02    -2.56    -2.89    -0.43    32.24    40.43  1780.87  1977.63
    42.00    54.00   -48.64  -212.59   -49.86   101.13   122.30    -2.56    -2.96    -0.52    32.24    42.11  1780.87  2012.22
    42.00    56.00   -55.30  -213.05   -51.17   101.13   125.46    -2.56    -3.03    -0.61    32.24    43.81  1780.87  2044.89
    42.00     0.00   677.63  -162.29    21.55   101.13    12.00    -2.56    -1.30     1.61    32.24     0.00  1780.87   712.01
    42.00    -2.00   801.33  -153.73    30.86   101.13     7.44    -2.56    -1.24     1.68    32.24    -1.49  1780.87   655.58
    42.00    -4.00   961.81  -142.61    42.72   101.13     2.87    -2.56    -1.19     1.75    32.24    -2.97  1780.87   598.83
    42.00    -6.00  1178.35  -127.62    58.45   101.13    -1.73    -2.56    -1.13     1.82    32.24    -4.45  1780.87   541.77
    42.00    -8.00  1486.58  -106.27    80.54   101.13    -6.35    -2.56    -1.07     1.89    32.24    -5.93  1780.87   484.41
    42.00   -10.00  1960.45   -73.45   114.09   101.13   -10.99    -2.56    -1.01     1.96    32.24    -7.41  1780.87   426.77
    42.00   -12.00  2782.59   -16.52   171.77   101.13   -15.65    -2.56    -0.96     2.03    32.24    -8.88  1780.87   368.86
    42.00   -14.00  4560.26   106.59   295.61   101.13   -20.33    -2.56    -0.90     2.10    32.24   -10.36  1780.87   310.68
    42.00   -16.00 11271.37   571.35   761.10   101.13   -25.04    -2.56    -0.84     2.17    32.24   -11.83  1780.87   252.24
    42.00   -18.00 ******** -2290.97 -2100.48   101.13   -29.76    -2.56    -0.79     2.24    32.24   -13.29  1780.87   193.56
    42.00   -20.00 -6779.66  -678.73  -487.51   101.13   -34.51    -2.56    -0.73     2.30    32.24   -14.76  1780.87   134.63
    42.00   -22.00 -3926.15  -481.12  -289.17   101.13   -39.28    -2.56    -0.68     2.37    32.24   -16.22  1780.87    75.47
    42.00   -24.00 -2812.87  -404.02  -211.34   101.13   -44.08    -2.56    -0.62     2.44    32.24   -17.69  1780.87    16.08
    42.00   -26.00 -2619.72  -390.64  -197.77   101.13   -45.38    -2.56    -0.60     2.46    32.24   -18.08  1780.87     0.00
    44.00     0.00   632.58  -163.62    19.41   104.87    12.00    -2.63    -1.30     1.69    33.86     0.00  1822.99   712.01
    44.00     2.00   548.37  -169.87    12.42   104.87    16.54    -2.63    -1.36     1.62    33.86     1.49  1822.99   768.10
    44.00     4.00   478.39  -175.06     6.48   104.87    21.05    -2.63    -1.42     1.55    33.86     2.98  1822.99   823.84
    44.00     6.00   419.32  -179.45     1.35   104.87    25.54    -2.63    -1.47     1.48    33.86     4.48  1822.99   879.21
    44.00     8.00   368.78  -183.20    -3.15   104.87    30.01    -2.63    -1.53     1.40    33.86     5.98  1822.99   934.19
    44.00    10.00   325.04  -186.44    -7.15   104.87    34.46    -2.63    -1.59     1.33    33.86     7.48  1822.99   988.75
    44.00    12.00   286.81  -189.28   -10.74   104.87    38.88    -2.63    -1.65     1.26    33.86     8.99  1822.99  1042.89
    44.00    14.00   253.11  -191.78   -14.00   104.87    43.27    -2.63    -1.71     1.18    33.86    10.50  1822.99  1096.57
    44.00    16.00   223.17  -194.00   -16.98   104.87    47.64    -2.63    -1.77     1.11    33.86    12.01  1822.99  1149.76
    44.00    18.00   196.40  -195.99   -19.73   104.87    51.98    -2.63    -1.83     1.03    33.86    13.53  1822.99  1202.44
    44.00    20.00   172.30  -197.78   -22.28   104.87    56.30    -2.63    -1.89     0.96    33.86    15.06  1822.99  1254.59
    44.00    22.00   150.50  -199.39   -24.66   104.87    60.58    -2.63    -1.94     0.88    33.86    16.59  1822.99  1306.16
    44.00    24.00   130.68  -200.86   -26.90   104.87    64.83    -2.63    -2.01     0.80    33.86    18.12  1822.99  1357.12
    44.00    26.00   112.58  -202.21   -29.02   104.87    69.04    -2.63    -2.07     0.73    33.86    19.66  1822.99  1407.43
    44.00    28.00    95.97  -203.44   -31.02   104.87    73.22    -2.63    -2.13     0.65    33.86    21.21  1822.99  1457.06
    44.00    30.00    80.68  -204.57   -32.94   104.87    77.35    -2.63    -2.19     0.57    33.86    22.76  1822.99  1505.95
    44.00    32.00    66.55  -205.62   -34.77   104.87    81.45    -2.63    -2.25     0.49    33.86    24.32  1822.99  1554.06
    44.00    34.00    53.46  -206.59   -36.53   104.87    85.49    -2.63    -2.31     0.41    33.86    25.89  1822.99  1601.34
    44.00    36.00    41.28  -207.50   -38.22   104.87    89.49    -2.63    -2.37     0.33    33.86    27.46  1822.99  1647.72
    44.00    38.00    29.92  -208.34   -39.86   104.87    93.43    -2.63    -2.44     0.25    33.86    29.05  1822.99  1693.16
    44.00    40.00    19.31  -209.13   -41.44   104.87    97.31    -2.63    -2.50     0.17    33.86    30.64  1822.99  1737.56
    44.00    42.00     9.35  -209.87   -42.99   104.87   101.13    -2.63    -2.56     0.08    33.86    32.24  1822.99  1780.87
    44.00    44.00     0.00  -210.56   -44.49   104.87   104.87    -2.63    -2.63     0.00    33.86    33.86  1822.99  1822.99
    44.00    46.00    -8.81  -211.22   -45.96   104.87   108.54    -2.63    -2.69    -0.08    33.86    35.48  1822.99  1863.83
    44.00    48.00   -17.13  -211.83   -47.40   104.87   112.13    -2.63    -2.76    -0.17    33.86    37.12  1822.99  1903.30
    44.00    50.00   -24.99  -212.42   -48.81   104.87   115.62    -2.63    -2.82    -0.26    33.86    38.77  1822.99  1941.28
    44.00    52.00   -32.45  -212.97   -50.20   104.87   119.02    -2.63    -2.89    -0.34    33.86    40.43  1822.99  1977.63
    44.00    54.00   -39.53  -213.50   -51.57   104.87   122.30    -2.63    -2.96    -0.43    33.86    42.11  1822.99  2012.22
    44.00    56.00   -46.27  -214.00   -52.93   104.87   125.46    -2.63    -3.03    -0.52    33.86    43.81  1822.99  2044.89
    44.00     0.00   632.58  -163.62    19.41   104.87    12.00    -2.63    -1.30     1.69    33.86     0.00  1822.99   712.01
    44.00    -2.00   735.88  -155.96    27.82   104.87     7.44    -2.63    -1.24     1.76    33.86    -1.49  1822.99   655.58
    44.00    -4.00   865.60  -146.33    38.19   104.87     2.87    -2.63    -1.19     1.83    33.86    -2.97  1822.99   598.83
    44.00    -6.00  1033.38  -133.88    51.38   104.87    -1.73    -2.63    -1.13     1.91    33.86    -4.45  1822.99   541.77
    44.00    -8.00  1258.88  -117.15    68.85   104.87    -6.35    -2.63    -1.07     1.98    33.86    -5.93  1822.99   484.41
    44.00   -10.00  1578.11   -93.46    93.28   104.87   -10.99    -2.63    -1.01     2.04    33.86    -7.41  1822.99   426.77
    44.00   -12.00  2064.87   -57.34   130.13   104.87   -15.65    -2.63    -0.96     2.11    33.86    -8.88  1822.99   368.86
    44.00   -14.00  2898.07     4.49   192.70   104.87   -20.33    -2.63    -0.90     2.18    33.86   -10.36  1822.99   310.68
    44.00   -16.00  4652.07   134.64   323.58   104.87   -25.04    -2.63    -0.84     2.25    33.86   -11.83  1822.99   252.24
    44.00   -18.00 10739.20   586.33   776.01   104.87   -29.76    -2.63    -0.79     2.32    33.86   -13.29  1822.99   193.56
    44.00   -20.00 ******** -3704.78 -3514.37   104.87   -34.51    -2.63    -0.73     2.39    33.86   -14.76  1822.99   134.63
    44.00   -22.00 -7765.37  -786.78  -595.65   104.87   -39.28    -2.63    -0.68     2.45    33.86   -16.22  1822.99    75.47
    44.00   -24.00 -4345.91  -533.05  -341.18   104.87   -44.08    -2.63    -0.62     2.52    33.86   -17.69  1822.99    16.08
    44.00   -26.00 -3898.95  -499.88  -307.82   104.87   -45.38    -2.63    -0.60     2.54    33.86   -18.08  1822.99     0.00
    46.00     0.00   596.24  -164.69    17.53   108.54    12.00    -2.69    -1.30     1.78    35.48     0.00  1863.83   712.01
    46.00     2.00   522.84  -170.51    10.97   108.54    16.54    -2.69    -1.36     1.71    35.48     1.49  1863.83   768.10
    46.00     4.00   460.78  -175.42     5.31   108.54    21.05    -2.69    -1.42     1.63    35.48     2.98  1863.83   823.84
    46.00     6.00   407.63  -179.63     0.35   108.54    25.54    -2.69    -1.47     1.56    35.48     4.48  1863.83   879.21
    46.00     8.00   361.59  -183.28    -4.05   108.54    30.01    -2.69    -1.53     1.49    35.48     5.98  1863.83   934.19
    46.00    10.00   321.31  -186.47    -7.99   108.54    34.46    -2.69    -1.59     1.42    35.48     7.48  1863.83   988.75
    46.00    12.00   285.78  -189.28   -11.56   108.54    38.88    -2.69    -1.65     1.34    35.48     8.99  1863.83  1042.89
    46.00    14.00   254.19  -191.78   -14.82   108.54    43.27    -2.69    -1.71     1.27    35.48    10.50  1863.83  1096.57
    46.00    16.00   225.92  -194.02   -17.81   108.54    47.64    -2.69    -1.77     1.19    35.48    12.01  1863.83  1149.76
    46.00    18.00   200.47  -196.04   -20.59   108.54    51.98    -2.69    -1.83     1.12    35.48    13.53  1863.83  1202.44
    46.00    20.00   177.43  -197.86   -23.18   108.54    56.30    -2.69    -1.89     1.04    35.48    15.06  1863.83  1254.59
    46.00    22.00   156.48  -199.52   -25.60   108.54    60.58    -2.69    -1.94     0.97    35.48    16.59  1863.83  1306.16
    46.00    24.00   137.33  -201.04   -27.89   108.54    64.83    -2.69    -2.01     0.89    35.48    18.12  1863.83  1357.12
    46.00    26.00   119.76  -202.43   -30.05   108.54    69.04    -2.69    -2.07     0.81    35.48    19.66  1863.83  1407.43
    46.00    28.00   103.58  -203.71   -32.11   108.54    73.22    -2.69    -2.13     0.73    35.48    21.21  1863.83  1457.06
    46.00    30.00    88.63  -204.89   -34.07   108.54    77.35    -2.69    -2.19     0.65    35.48    22.76  1863.83  1505.95
    46.00    32.00    74.76  -205.99   -35.95   108.54    81.45    -2.69    -2.25     0.58    35.48    24.32  1863.83  1554.06
    46.00    34.00    61.87  -207.01   -37.76   108.54    85.49    -2.69    -2.31     0.50    35.48    25.89  1863.83  1601.34
    46.00    36.00    49.84  -207.97   -39.50   108.54    89.49    -2.69    -2.37     0.41    35.48    27.46  1863.83  1647.72
    46.00    38.00    38.59  -208.86   -41.19   108.54    93.43    -2.69    -2.44     0.33    35.48    29.05  1863.83  1693.16
    46.00    40.00    28.05  -209.69   -42.82   108.54    97.31    -2.69    -2.50     0.25    35.48    30.64  1863.83  1737.56
    46.00    42.00    18.14  -210.48   -44.41   108.54   101.13    -2.69    -2.56     0.17    35.48    32.24  1863.83  1780.87
    46.00    44.00     8.81  -211.22   -45.96   108.54   104.87    -2.69    -2.63     0.08    35.48    33.86  1863.83  1822.99
    46.00    46.00     0.00  -211.91   -47.47   108.54   108.54    -2.69    -2.69     0.00    35.48    35.48  1863.83  1863.83
    46.00    48.00    -8.33  -212.57   -48.96   108.54   112.13    -2.69    -2.76    -0.09    35.48    37.12  1863.83  1903.30
    46.00    50.00   -16.23  -213.20   -50.41   108.54   115.62    -2.69    -2.82    -0.17    35.48    38.77  1863.83  1941.28
    46.00    52.00   -23.73  -213.79   -51.84   108.54   119.02    -2.69    -2.89    -0.26    35.48    40.43  1863.83  1977.63
    46.00    54.00   -30.87  -214.36   -53.25   108.54   122.30    -2.69    -2.96    -0.35    35.48    42.11  1863.83  2012.22
    46.00    56.00   -37.68  -214.90   -54.64   108.54   125.46    -2.69    -3.03    -0.44    35.48    43.81  1863.83  2044.89
    46.00     0.00   596.24  -164.69    17.53   108.54    12.00    -2.69    -1.30     1.78    35.48     0.00  1863.83   712.01
    46.00    -2.00   684.43  -157.71    25.25   108.54     7.44    -2.69    -1.24     1.85    35.48    -1.49  1863.83   655.58
    46.00    -4.00   792.39  -149.16    34.54   108.54     2.87    -2.69    -1.19     1.92    35.48    -2.97  1863.83   598.83
    46.00    -6.00   927.62  -138.45    45.99   108.54    -1.73    -2.69    -1.13     1.99    35.48    -4.45  1863.83   541.77
    46.00    -8.00  1101.98  -124.64    60.54   108.54    -6.35    -2.69    -1.07     2.06    35.48    -5.93  1863.83   484.41
    46.00   -10.00  1335.32  -106.16    79.76   108.54   -10.99    -2.69    -1.01     2.13    35.48    -7.41  1863.83   426.77
    46.00   -12.00  1663.73   -80.16   106.50   108.54   -15.65    -2.69    -0.96     2.20    35.48    -8.88  1863.83   368.86
    46.00   -14.00  2160.19   -40.84   146.56   108.54   -20.33    -2.69    -0.90     2.27    35.48   -10.36  1863.83   310.68
    46.00   -16.00  2998.14    25.52   213.65   108.54   -25.04    -2.69    -0.84     2.33    35.48   -11.83  1863.83   252.24
    46.00   -18.00  4714.82   161.47   350.33   108.54   -29.76    -2.69    -0.79     2.40    35.48   -13.29  1863.83   193.56
    46.00   -20.00 10216.77   597.20   786.79   108.54   -34.51    -2.69    -0.73     2.47    35.48   -14.76  1863.83   134.63
    46.00   -22.00 ******** -8334.93 -8144.61   108.54   -39.28    -2.69    -0.68     2.54    35.48   -16.22  1863.83    75.47
    46.00   -24.00 -8981.03  -923.16  -732.11   108.54   -44.08    -2.69    -0.62     2.60    35.48   -17.69  1863.83    16.08
    46.00   -26.00 -7255.59  -786.51  -595.27   108.54   -45.38    -2.69    -0.60     2.62    35.48   -18.08  1863.83     0.00
    48.00     0.00   566.29  -165.58    15.82   112.13    12.00    -2.76    -1.30     1.86    37.12     0.00  1903.30   712.01
    48.00     2.00   501.43  -171.04     9.61   112.13    16.54    -2.76    -1.36     1.79    37.12     1.49  1903.30   768.10
    48.00     4.00   445.80  -175.73     4.18   112.13    21.05    -2.76    -1.42     1.72    37.12     2.98  1903.30   823.84
    48.00     6.00   397.56  -179.79    -0.63   112.13    25.54    -2.76    -1.47     1.65    37.12     4.48  1903.30   879.21
    48.00     8.00   355.32  -183.35    -4.94   112.13    30.01    -2.76    -1.53     1.57    37.12     5.98  1903.30   934.19
    48.00    10.00   318.03  -186.49    -8.83   112.13    34.46    -2.76    -1.59     1.50    37.12     7.48  1903.30   988.75
    48.00    12.00   284.85  -189.28   -12.38   112.13    38.88    -2.76    -1.65     1.43    37.12     8.99  1903.30  1042.89
    48.00    14.00   255.14  -191.79   -15.64   112.13    43.27    -2.76    -1.71     1.35    37.12    10.50  1903.30  1096.57
    48.00    16.00   228.38  -194.04   -18.65   112.13    47.64    -2.76    -1.77     1.28    37.12    12.01  1903.30  1149.76
    48.00    18.00   204.14  -196.08   -21.46   112.13    51.98    -2.76    -1.83     1.20    37.12    13.53  1903.30  1202.44
    48.00    20.00   182.08  -197.94   -24.08   112.13    56.30    -2.76    -1.89     1.13    37.12    15.06  1903.30  1254.59
    48.00    22.00   161.92  -199.64   -26.54   112.13    60.58    -2.76    -1.94     1.05    37.12    16.59  1903.30  1306.16
    48.00    24.00   143.41  -201.20   -28.87   112.13    64.83    -2.76    -2.01     0.97    37.12    18.12  1903.30  1357.12
    48.00    26.00   126.36  -202.63   -31.08   112.13    69.04    -2.76    -2.07     0.90    37.12    19.66  1903.30  1407.43
    48.00    28.00   110.60  -203.96   -33.18   112.13    73.22    -2.76    -2.13     0.82    37.12    21.21  1903.30  1457.06
    48.00    30.00    95.99  -205.19   -35.19   112.13    77.35    -2.76    -2.19     0.74    37.12    22.76  1903.30  1505.95
    48.00    32.00    82.39  -206.34   -37.12   112.13    81.45    -2.76    -2.25     0.66    37.12    24.32  1903.30  1554.06
    48.00    34.00    69.71  -207.40   -38.97   112.13    85.49    -2.76    -2.31     0.58    37.12    25.89  1903.30  1601.34
    48.00    36.00    57.84  -208.40   -40.76   112.13    89.49    -2.76    -2.37     0.50    37.12    27.46  1903.30  1647.72
    48.00    38.00    46.72  -209.34   -42.49   112.13    93.43    -2.76    -2.44     0.42    37.12    29.05  1903.30  1693.16
    48.00    40.00    36.27  -210.22   -44.17   112.13    97.31    -2.76    -2.50     0.34    37.12    30.64  1903.30  1737.56
    48.00    42.00    26.42  -211.05   -45.81   112.13   101.13    -2.76    -2.56     0.25    37.12    32.24  1903.30  1780.87
    48.00    44.00    17.13  -211.83   -47.40   112.13   104.87    -2.76    -2.63     0.17    37.12    33.86  1903.30  1822.99
    48.00    46.00     8.33  -212.57   -48.96   112.13   108.54    -2.76    -2.69     0.09    37.12    35.48  1903.30  1863.83
    48.00    48.00     0.00  -213.27   -50.48   112.13   112.13    -2.76    -2.76     0.00    37.12    37.12  1903.30  1903.30
    48.00    50.00    -7.91  -213.94   -51.98   112.13   115.62    -2.76    -2.82    -0.09    37.12    38.77  1903.30  1941.28
    48.00    52.00   -15.44  -214.58   -53.45   112.13   119.02    -2.76    -2.89    -0.17    37.12    40.43  1903.30  1977.63
    48.00    54.00   -22.62  -215.18   -54.90   112.13   122.30    -2.76    -2.96    -0.26    37.12    42.11  1903.30  2012.22
    48.00    56.00   -29.47  -215.76   -56.33   112.13   125.46    -2.76    -3.03    -0.35    37.12    43.81  1903.30  2044.89
    48.00     0.00   566.29  -165.58    15.82   112.13    12.00    -2.76    -1.30     1.86    37.12     0.00  1903.30   712.01
    48.00    -2.00   642.90  -159.13    23.02   112.13     7.44    -2.76    -1.24     1.93    37.12    -1.49  1903.30   655.58
    48.00    -4.00   734.78  -151.39    31.50   112.13     2.87    -2.76    -1.19     2.00    37.12    -2.97  1903.30   598.83
    48.00    -6.00   847.02  -141.93    41.69   112.13    -1.73    -2.76    -1.13     2.07    37.12    -4.45  1903.30   541.77
    48.00    -8.00   987.23  -130.12    54.24   112.13    -6.35    -2.76    -1.07     2.14    37.12    -5.93  1903.30   484.41
    48.00   -10.00  1167.38  -114.95    70.15   112.13   -10.99    -2.76    -1.01     2.21    37.12    -7.41  1903.30   426.77
    48.00   -12.00  1407.41   -94.73    91.10   112.13   -15.65    -2.76    -0.96     2.28    37.12    -8.88  1903.30   368.86
    48.00   -14.00  1743.15   -66.46   120.12   112.13   -20.33    -2.76    -0.90     2.35    37.12   -10.36  1903.30   310.68
    48.00   -16.00  2246.13   -24.09   163.21   112.13   -25.04    -2.76    -0.84     2.42    37.12   -11.83  1903.30   252.24
    48.00   -18.00  3082.84    46.38   234.42   112.13   -29.76    -2.76    -0.79     2.49    37.12   -13.29  1903.30   193.56
    48.00   -20.00  4750.53   186.85   375.62   112.13   -34.51    -2.76    -0.73     2.55    37.12   -14.76  1903.30   134.63
    48.00   -22.00  9708.75   604.46   793.96   112.13   -39.28    -2.76    -0.68     2.62    37.12   -16.22  1903.30    75.47
    48.00   -24.00 ******** 62566.01 62756.24   112.13   -44.08    -2.76    -0.62     2.69    37.12   -17.69  1903.30    16.08
    48.00   -26.00 ******** -3557.95 -3367.52   112.13   -45.38    -2.76    -0.60     2.71    37.12   -18.08  1903.30     0.00
    50.00     0.00   541.17  -166.32    14.25   115.62    12.00    -2.82    -1.30     1.95    38.77     0.00  1941.28   712.01
    50.00     2.00   483.21  -171.50     8.33   115.62    16.54    -2.82    -1.36     1.88    38.77     1.49  1941.28   768.10
    50.00     4.00   432.89  -175.99     3.09   115.62    21.05    -2.82    -1.42     1.80    38.77     2.98  1941.28   823.84
    50.00     6.00   388.78  -179.93    -1.60   115.62    25.54    -2.82    -1.47     1.73    38.77     4.48  1941.28   879.21
    50.00     8.00   349.81  -183.41    -5.83   115.62    30.01    -2.82    -1.53     1.66    38.77     5.98  1941.28   934.19
    50.00    10.00   315.11  -186.51    -9.68   115.62    34.46    -2.82    -1.59     1.59    38.77     7.48  1941.28   988.75
    50.00    12.00   284.01  -189.28   -13.21   115.62    38.88    -2.82    -1.65     1.51    38.77     8.99  1941.28  1042.89
    50.00    14.00   255.98  -191.79   -16.47   115.62    43.27    -2.82    -1.71     1.44    38.77    10.50  1941.28  1096.57
    50.00    16.00   230.59  -194.06   -19.50   115.62    47.64    -2.82    -1.77     1.36    38.77    12.01  1941.28  1149.76
    50.00    18.00   207.46  -196.12   -22.33   115.62    51.98    -2.82    -1.83     1.29    38.77    13.53  1941.28  1202.44
    50.00    20.00   186.32  -198.01   -24.98   115.62    56.30    -2.82    -1.89     1.21    38.77    15.06  1941.28  1254.59
    50.00    22.00   166.90  -199.74   -27.48   115.62    60.58    -2.82    -1.94     1.14    38.77    16.59  1941.28  1306.16
    50.00    24.00   149.01  -201.34   -29.84   115.62    64.83    -2.82    -2.01     1.06    38.77    18.12  1941.28  1357.12
    50.00    26.00   132.46  -202.82   -32.09   115.62    69.04    -2.82    -2.07     0.98    38.77    19.66  1941.28  1407.43
    50.00    28.00   117.11  -204.19   -34.24   115.62    73.22    -2.82    -2.13     0.90    38.77    21.21  1941.28  1457.06
    50.00    30.00   102.83  -205.47   -36.29   115.62    77.35    -2.82    -2.19     0.83    38.77    22.76  1941.28  1505.95
    50.00    32.00    89.50  -206.66   -38.27   115.62    81.45    -2.82    -2.25     0.75    38.77    24.32  1941.28  1554.06
    50.00    34.00    77.03  -207.77   -40.17   115.62    85.49    -2.82    -2.31     0.67    38.77    25.89  1941.28  1601.34
    50.00    36.00    65.34  -208.81   -42.00   115.62    89.49    -2.82    -2.37     0.59    38.77    27.46  1941.28  1647.72
    50.00    38.00    54.36  -209.79   -43.78   115.62    93.43    -2.82    -2.44     0.51    38.77    29.05  1941.28  1693.16
    50.00    40.00    44.01  -210.72   -45.50   115.62    97.31    -2.82    -2.50     0.42    38.77    30.64  1941.28  1737.56
    50.00    42.00    34.23  -211.59   -47.18   115.62   101.13    -2.82    -2.56     0.34    38.77    32.24  1941.28  1780.87
    50.00    44.00    24.99  -212.42   -48.81   115.62   104.87    -2.82    -2.63     0.26    38.77    33.86  1941.28  1822.99
    50.00    46.00    16.23  -213.20   -50.41   115.62   108.54    -2.82    -2.69     0.17    38.77    35.48  1941.28  1863.83
    50.00    48.00     7.91  -213.94   -51.98   115.62   112.13    -2.82    -2.76     0.09    38.77    37.12  1941.28  1903.30
    50.00    50.00     0.00  -214.65   -53.51   115.62   115.62    -2.82    -2.82     0.00    38.77    38.77  1941.28  1941.28
    50.00    52.00    -7.54  -215.32   -55.02   115.62   119.02    -2.82    -2.89    -0.09    38.77    40.43  1941.28  1977.63
    50.00    54.00   -14.74  -215.96   -56.51   115.62   122.30    -2.82    -2.96    -0.18    38.77    42.11  1941.28  2012.22
    50.00    56.00   -21.63  -216.58   -57.98   115.62   125.46    -2.82    -3.03    -0.27    38.77    43.81  1941.28  2044.89
    50.00     0.00   541.17  -166.32    14.25   115.62    12.00    -2.82    -1.30     1.95    38.77     0.00  1941.28   712.01
    50.00    -2.00   608.65  -160.29    21.02   115.62     7.44    -2.82    -1.24     2.02    38.77    -1.49  1941.28   655.58
    50.00    -4.00   688.23  -153.19    28.87   115.62     2.87    -2.82    -1.19     2.09    38.77    -2.97  1941.28   598.83
    50.00    -6.00   783.50  -144.68    38.12   115.62    -1.73    -2.82    -1.13     2.16    38.77    -4.45  1941.28   541.77
    50.00    -8.00   899.60  -134.31    49.22   115.62    -6.35    -2.82    -1.07     2.23    38.77    -5.93  1941.28   484.41
