
  ----------------------------------------------------------------------------------------------------------------------------
  IPGKinematics  Version 3.6.7                                            Model: Querlenker                                   
  ----------------------------------------------------------------------------------------------------------------------------

   Table: Steering Kinematics                                             FSE04 front suspension                              

   WhlTra  TraRack  WhlAngL  WhlAngR  CamberL KPOffset  TrackCh Ackerman TrackDif SteerDif AckError AckPCent StRodAng TrackDia  TurnDia
    34.00    12.00    12.49    12.18    -1.17    23.52    -3.41    10.64     1.85     0.31     1.54    16.64    69.89    14.64    14.17
    34.00    14.00    14.65    14.22    -0.93    23.51    -4.52    12.18     2.47     0.43     2.04    17.40    67.80    12.58    12.05
    34.00    16.00    16.84    16.27    -0.68    23.50    -5.81    13.67     3.17     0.57     2.59    18.12    65.70    11.04    10.46
    34.00    18.00    19.07    18.33    -0.43    23.49    -7.27    15.13     3.94     0.74     3.20    18.82    63.56     9.84     9.20
    34.00    20.00    21.34    20.40    -0.16    23.48    -8.91    16.55     4.79     0.93     3.85    19.52    61.40     8.88     8.18
    34.00    22.00    23.65    22.50     0.13    23.47   -10.72    17.95     5.70     1.16     4.55    20.25    59.20     8.10     7.34
    34.00     0.00    -0.01     0.01    -2.40    23.59    -0.35     0.01     0.00     0.02    -0.02     0.00    82.17 ******** ********
    34.00    -2.00    -2.05    -2.04    -2.57    23.60    -0.43    -1.98    -0.06     0.01    -0.07   -16.52    84.21    86.36    86.16
    34.00    -4.00    -4.07    -4.09    -2.74    23.61    -0.69    -3.87    -0.22    -0.02    -0.21     7.67    86.24    43.39    43.14
    34.00    -6.00    -6.10    -6.16    -2.90    23.62    -1.11    -5.67    -0.49    -0.06    -0.43    12.53    88.28    29.03    28.72
    34.00    -8.00    -8.13    -8.25    -3.05    23.63    -1.71    -7.39    -0.86    -0.12    -0.73    14.54    90.32    21.84    21.47
    34.00   -10.00   -10.15   -10.36    -3.19    23.64    -2.47    -9.05    -1.31    -0.21    -1.10    15.74    92.38    17.52    17.10
    34.00   -12.00   -12.18   -12.49    -3.33    23.65    -3.41   -10.64    -1.85    -0.31    -1.54    16.64    94.45    14.64    14.17
    34.00   -14.00   -14.22   -14.65    -3.46    23.66    -4.52   -12.18    -2.47    -0.43    -2.04    17.40    96.54    12.58    12.05
    34.00   -16.00   -16.27   -16.84    -3.58    23.67    -5.81   -13.67    -3.17    -0.57    -2.59    18.12    98.64    11.04    10.46
    34.00   -18.00   -18.33   -19.07    -3.69    23.69    -7.27   -15.13    -3.94    -0.74    -3.20    18.82   100.76     9.84     9.20
    34.00   -20.00   -20.40   -21.34    -3.79    23.70    -8.91   -16.55    -4.79    -0.93    -3.85    19.52   102.91     8.88     8.18
    34.00   -22.00   -22.50   -23.65    -3.88    23.71   -10.72   -17.95    -5.70    -1.16    -4.55    20.25   105.09     8.10     7.34
    36.00     0.00    -0.02     0.02    -2.46    23.59    -0.46     0.02     0.00     0.03    -0.03     0.00    82.16 ******** ********
    36.00     2.00     2.03     2.05    -2.27    23.58    -0.54     1.97     0.06    -0.03     0.08   -46.12    80.13    86.04    85.85
    36.00     4.00     4.08     4.08    -2.08    23.57    -0.80     3.86     0.22     0.00     0.22     0.21    78.10    43.32    43.07
    36.00     6.00     6.15     6.11    -1.88    23.56    -1.23     5.66     0.49     0.04     0.45     9.15    76.06    29.00    28.69
    36.00     8.00     8.24     8.13    -1.67    23.55    -1.82     7.38     0.85     0.11     0.75    12.60    74.02    21.82    21.46
    36.00    10.00    10.35    10.16    -1.45    23.54    -2.60     9.04     1.31     0.19     1.12    14.47    71.96    17.51    17.09
    36.00    12.00    12.48    12.19    -1.22    23.53    -3.54    10.63     1.85     0.29     1.56    15.73    69.89    14.64    14.16
    36.00    14.00    14.64    14.22    -0.98    23.52    -4.66    12.17     2.47     0.41     2.05    16.73    67.80    12.58    12.05
    36.00    16.00    16.83    16.27    -0.73    23.50    -5.95    13.66     3.16     0.56     2.61    17.59    65.69    11.04    10.45
    36.00    18.00    19.05    18.33    -0.47    23.49    -7.42    15.12     3.93     0.72     3.21    18.39    63.56     9.84     9.20
    36.00    20.00    21.32    20.40    -0.20    23.48    -9.06    16.54     4.78     0.92     3.86    19.16    61.40     8.88     8.18
    36.00    22.00    23.63    22.50     0.08    23.47   -10.89    17.94     5.70     1.14     4.56    19.94    59.20     8.10     7.34
    36.00     0.00    -0.02     0.02    -2.46    23.59    -0.46     0.02     0.00     0.03    -0.03     0.00    82.16 ******** ********
    36.00    -2.00    -2.05    -2.03    -2.63    23.60    -0.54    -1.97    -0.06     0.03    -0.08   -46.12    84.19    86.04    85.85
    36.00    -4.00    -4.08    -4.08    -2.80    23.61    -0.80    -3.86    -0.22     0.00    -0.22     0.21    86.23    43.32    43.07
    36.00    -6.00    -6.11    -6.15    -2.96    23.62    -1.23    -5.66    -0.49    -0.04    -0.45     9.15    88.27    29.00    28.69
    36.00    -8.00    -8.13    -8.24    -3.11    23.63    -1.82    -7.38    -0.85    -0.11    -0.75    12.60    90.31    21.82    21.46
    36.00   -10.00   -10.16   -10.35    -3.26    23.64    -2.60    -9.04    -1.31    -0.19    -1.12    14.47    92.37    17.51    17.09
    36.00   -12.00   -12.19   -12.48    -3.39    23.65    -3.54   -10.63    -1.85    -0.29    -1.56    15.73    94.44    14.64    14.16
    36.00   -14.00   -14.22   -14.64    -3.52    23.66    -4.66   -12.17    -2.47    -0.41    -2.05    16.73    96.52    12.58    12.05
    36.00   -16.00   -16.27   -16.83    -3.64    23.68    -5.95   -13.66    -3.16    -0.56    -2.61    17.59    98.62    11.04    10.45
    36.00   -18.00   -18.33   -19.05    -3.75    23.69    -7.42   -15.12    -3.93    -0.72    -3.21    18.39   100.75     9.84     9.20
    36.00   -20.00   -20.40   -21.32    -3.86    23.70    -9.06   -16.54    -4.78    -0.92    -3.86    19.16   102.90     8.88     8.18
    36.00   -22.00   -22.50   -23.63    -3.95    23.72   -10.89   -17.94    -5.70    -1.14    -4.56    19.94   105.07     8.10     7.34
    38.00     0.00    -0.03     0.03    -2.52    23.59    -0.58     0.03     0.00     0.05    -0.05     0.00    82.15 ******** ********
    38.00     2.00     2.02     2.06    -2.33    23.58    -0.66     1.96     0.06    -0.04     0.10   -76.12    80.13    85.74    85.54
    38.00     4.00     4.07     4.09    -2.14    23.57    -0.92     3.85     0.22    -0.02     0.24    -7.29    78.09    43.25    43.00
    38.00     6.00     6.14     6.11    -1.93    23.56    -1.35     5.65     0.49     0.03     0.46     5.77    76.06    28.97    28.66
    38.00     8.00     8.23     8.14    -1.72    23.55    -1.95     7.37     0.85     0.09     0.76    10.66    74.01    21.81    21.45
    38.00    10.00    10.33    10.16    -1.50    23.54    -2.73     9.03     1.30     0.17     1.13    13.20    71.96    17.51    17.09
    38.00    12.00    12.46    12.19    -1.27    23.53    -3.68    10.62     1.84     0.27     1.57    14.83    69.89    14.63    14.16
    38.00    14.00    14.62    14.23    -1.03    23.52    -4.80    12.16     2.46     0.39     2.07    16.05    67.80    12.58    12.05
    38.00    16.00    16.81    16.27    -0.78    23.51    -6.10    13.65     3.16     0.54     2.62    17.05    65.69    11.04    10.45
    38.00    18.00    19.03    18.33    -0.52    23.49    -7.57    15.11     3.93     0.71     3.22    17.96    63.56     9.84     9.20
    38.00    20.00    21.30    20.40    -0.24    23.48    -9.23    16.53     4.77     0.90     3.87    18.81    61.40     8.88     8.18
    38.00    22.00    23.61    22.49     0.04    23.47   -11.06    17.93     5.69     1.12     4.57    19.64    59.20     8.10     7.34
    38.00     0.00    -0.03     0.03    -2.52    23.59    -0.58     0.03     0.00     0.05    -0.05     0.00    82.15 ******** ********
    38.00    -2.00    -2.06    -2.02    -2.69    23.60    -0.66    -1.96    -0.06     0.04    -0.10   -76.12    84.18    85.74    85.54
    38.00    -4.00    -4.09    -4.07    -2.86    23.61    -0.92    -3.85    -0.22     0.02    -0.24    -7.29    86.22    43.25    43.00
    38.00    -6.00    -6.11    -6.14    -3.02    23.62    -1.35    -5.65    -0.49    -0.03    -0.46     5.77    88.25    28.97    28.66
    38.00    -8.00    -8.14    -8.23    -3.18    23.63    -1.95    -7.37    -0.85    -0.09    -0.76    10.66    90.30    21.81    21.45
    38.00   -10.00   -10.16   -10.33    -3.32    23.64    -2.73    -9.03    -1.30    -0.17    -1.13    13.20    92.35    17.51    17.09
    38.00   -12.00   -12.19   -12.46    -3.46    23.66    -3.68   -10.62    -1.84    -0.27    -1.57    14.83    94.42    14.63    14.16
    38.00   -14.00   -14.23   -14.62    -3.59    23.67    -4.80   -12.16    -2.46    -0.39    -2.07    16.05    96.50    12.58    12.05
    38.00   -16.00   -16.27   -16.81    -3.71    23.68    -6.10   -13.65    -3.16    -0.54    -2.62    17.05    98.60    11.04    10.45
    38.00   -18.00   -18.33   -19.03    -3.82    23.69    -7.57   -15.11    -3.93    -0.71    -3.22    17.96   100.73     9.84     9.20
    38.00   -20.00   -20.40   -21.30    -3.92    23.71    -9.23   -16.53    -4.77    -0.90    -3.87    18.81   102.88     8.88     8.18
    38.00   -22.00   -22.49   -23.61    -4.02    23.72   -11.06   -17.93    -5.69    -1.12    -4.57    19.64   105.05     8.10     7.34
    40.00     0.00    -0.03     0.03    -2.58    23.59    -0.71     0.03     0.00     0.07    -0.07     0.00    82.14 ******** ********
    40.00     2.00     2.01     2.07    -2.39    23.58    -0.79     1.95     0.06    -0.06     0.11  -106.47    80.12    85.44    85.24
    40.00     4.00     4.06     4.09    -2.19    23.57    -1.05     3.84     0.22    -0.03     0.25   -14.82    78.09    43.19    42.93
    40.00     6.00     6.13     6.12    -1.99    23.56    -1.49     5.64     0.49     0.01     0.48     2.38    76.05    28.95    28.64
    40.00     8.00     8.21     8.14    -1.78    23.55    -2.09     7.36     0.85     0.07     0.78     8.72    74.01    21.80    21.43
    40.00    10.00    10.32    10.16    -1.55    23.54    -2.87     9.02     1.30     0.16     1.15    11.93    71.95    17.50    17.08
    40.00    12.00    12.45    12.19    -1.32    23.53    -3.83    10.61     1.84     0.26     1.58    13.93    69.88    14.63    14.16
    40.00    14.00    14.60    14.23    -1.08    23.52    -4.95    12.15     2.46     0.38     2.08    15.37    67.80    12.58    12.05
    40.00    16.00    16.79    16.27    -0.83    23.51    -6.26    13.64     3.15     0.52     2.63    16.52    65.69    11.04    10.45
    40.00    18.00    19.02    18.33    -0.56    23.50    -7.74    15.09     3.92     0.69     3.23    17.53    63.56     9.84     9.20
    40.00    20.00    21.28    20.40    -0.29    23.48    -9.41    16.52     4.76     0.88     3.88    18.45    61.40     8.88     8.18
    40.00    22.00    23.59    22.49     0.00    23.47   -11.25    17.91     5.68     1.10     4.58    19.34    59.21     8.10     7.34
    40.00     0.00    -0.03     0.03    -2.58    23.59    -0.71     0.03     0.00     0.07    -0.07     0.00    82.14 ******** ********
    40.00    -2.00    -2.07    -2.01    -2.76    23.60    -0.79    -1.95    -0.06     0.06    -0.11  -106.47    84.17    85.44    85.24
    40.00    -4.00    -4.09    -4.06    -2.93    23.61    -1.05    -3.84    -0.22     0.03    -0.25   -14.82    86.20    43.19    42.93
    40.00    -6.00    -6.12    -6.13    -3.09    23.62    -1.49    -5.64    -0.49    -0.01    -0.48     2.38    88.24    28.95    28.64
    40.00    -8.00    -8.14    -8.21    -3.24    23.64    -2.09    -7.36    -0.85    -0.07    -0.78     8.72    90.28    21.80    21.43
    40.00   -10.00   -10.16   -10.32    -3.39    23.65    -2.87    -9.02    -1.30    -0.16    -1.15    11.93    92.34    17.50    17.08
    40.00   -12.00   -12.19   -12.45    -3.52    23.66    -3.83   -10.61    -1.84    -0.26    -1.58    13.93    94.40    14.63    14.16
    40.00   -14.00   -14.23   -14.60    -3.65    23.67    -4.95   -12.15    -2.46    -0.38    -2.08    15.37    96.49    12.58    12.05
    40.00   -16.00   -16.27   -16.79    -3.77    23.68    -6.26   -13.64    -3.15    -0.52    -2.63    16.52    98.59    11.04    10.45
    40.00   -18.00   -18.33   -19.02    -3.89    23.70    -7.74   -15.09    -3.92    -0.69    -3.23    17.53   100.71     9.84     9.20
    40.00   -20.00   -20.40   -21.28    -3.99    23.71    -9.41   -16.52    -4.76    -0.88    -3.88    18.45   102.86     8.88     8.18
    40.00   -22.00   -22.49   -23.59    -4.09    23.72   -11.25   -17.91    -5.68    -1.10    -4.58    19.34   105.03     8.10     7.34
    42.00     0.00    -0.04     0.04    -2.64    23.59    -0.85     0.04     0.00     0.08    -0.08     0.00    82.13 ******** ********
    42.00     2.00     2.00     2.07    -2.45    23.58    -0.94     1.94     0.05    -0.08     0.13  -137.16    80.11    85.14    84.94
    42.00     4.00     4.05     4.10    -2.25    23.57    -1.20     3.83     0.22    -0.05     0.27   -22.37    78.08    43.12    42.87
    42.00     6.00     6.12     6.12    -2.05    23.56    -1.63     5.63     0.49     0.00     0.49    -1.01    76.04    28.92    28.61
    42.00     8.00     8.20     8.14    -1.83    23.55    -2.24     7.35     0.85     0.06     0.79     6.78    74.00    21.79    21.42
    42.00    10.00    10.31    10.17    -1.61    23.54    -3.03     9.01     1.30     0.14     1.16    10.67    71.95    17.50    17.08
    42.00    12.00    12.43    12.19    -1.37    23.53    -3.99    10.60     1.83     0.24     1.60    13.03    69.88    14.63    14.15
    42.00    14.00    14.59    14.23    -1.13    23.52    -5.12    12.14     2.45     0.36     2.09    14.69    67.79    12.58    12.05
    42.00    16.00    16.78    16.27    -0.88    23.51    -6.43    13.63     3.15     0.50     2.64    15.99    65.69    11.04    10.45
    42.00    18.00    19.00    18.33    -0.61    23.50    -7.93    15.08     3.91     0.67     3.24    17.10    63.56     9.84     9.20
    42.00    20.00    21.26    20.40    -0.33    23.48    -9.60    16.51     4.76     0.86     3.89    18.09    61.40     8.88     8.18
    42.00    22.00    23.57    22.49    -0.04    23.47   -11.45    17.90     5.67     1.08     4.59    19.04    59.21     8.10     7.34
    42.00     0.00    -0.04     0.04    -2.64    23.59    -0.85     0.04     0.00     0.08    -0.08     0.00    82.13 ******** ********
    42.00    -2.00    -2.07    -2.00    -2.82    23.61    -0.94    -1.94    -0.05     0.08    -0.13  -137.16    84.16    85.14    84.94
    42.00    -4.00    -4.10    -4.05    -2.99    23.62    -1.20    -3.83    -0.22     0.05    -0.27   -22.37    86.19    43.12    42.87
    42.00    -6.00    -6.12    -6.12    -3.15    23.63    -1.63    -5.63    -0.49     0.00    -0.49    -1.01    88.23    28.92    28.61
    42.00    -8.00    -8.14    -8.20    -3.31    23.64    -2.24    -7.35    -0.85    -0.06    -0.79     6.78    90.27    21.79    21.42
    42.00   -10.00   -10.17   -10.31    -3.45    23.65    -3.03    -9.01    -1.30    -0.14    -1.16    10.67    92.32    17.50    17.08
    42.00   -12.00   -12.19   -12.43    -3.59    23.66    -3.99   -10.60    -1.83    -0.24    -1.60    13.03    94.39    14.63    14.15
    42.00   -14.00   -14.23   -14.59    -3.72    23.67    -5.12   -12.14    -2.45    -0.36    -2.09    14.69    96.47    12.58    12.05
    42.00   -16.00   -16.27   -16.78    -3.84    23.69    -6.43   -13.63    -3.15    -0.50    -2.64    15.99    98.57    11.04    10.45
    42.00   -18.00   -18.33   -19.00    -3.96    23.70    -7.93   -15.08    -3.91    -0.67    -3.24    17.10   100.69     9.84     9.20
    42.00   -20.00   -20.40   -21.26    -4.06    23.71    -9.60   -16.51    -4.76    -0.86    -3.89    18.09   102.83     8.88     8.18
    42.00   -22.00   -22.49   -23.57    -4.16    23.73   -11.45   -17.90    -5.67    -1.08    -4.59    19.04   105.01     8.10     7.34
    44.00     0.00    -0.05     0.05    -2.70    23.60    -1.01     0.05     0.00     0.10    -0.10     0.00    82.12 ******** ********
    44.00     2.00     1.99     2.08    -2.51    23.59    -1.09     1.94     0.05    -0.09     0.15  -168.14    80.10    84.85    84.65
    44.00     4.00     4.04     4.11    -2.31    23.58    -1.36     3.82     0.22    -0.07     0.28   -29.93    78.07    43.06    42.80
    44.00     6.00     6.11     6.13    -2.10    23.57    -1.79     5.62     0.48    -0.02     0.50    -4.40    76.04    28.90    28.59
    44.00     8.00     8.19     8.15    -1.89    23.55    -2.40     7.35     0.84     0.04     0.80     4.84    73.99    21.78    21.41
    44.00    10.00    10.29    10.17    -1.66    23.54    -3.19     9.00     1.30     0.12     1.17     9.40    71.94    17.49    17.07
    44.00    12.00    12.42    12.20    -1.43    23.53    -4.16    10.59     1.83     0.22     1.61    12.14    69.87    14.63    14.15
    44.00    14.00    14.57    14.23    -1.18    23.52    -5.30    12.13     2.45     0.34     2.10    14.02    67.79    12.58    12.05
    44.00    16.00    16.76    16.27    -0.93    23.51    -6.62    13.62     3.14     0.49     2.65    15.47    65.69    11.04    10.45
    44.00    18.00    18.98    18.33    -0.66    23.50    -8.12    15.07     3.91     0.65     3.26    16.67    63.56     9.84     9.20
    44.00    20.00    21.24    20.40    -0.38    23.49    -9.80    16.49     4.75     0.84     3.90    17.74    61.40     8.88     8.19
    44.00    22.00    23.55    22.49    -0.09    23.47   -11.66    17.89     5.66     1.06     4.60    18.74    59.21     8.10     7.34
    44.00     0.00    -0.05     0.05    -2.70    23.60    -1.01     0.05     0.00     0.10    -0.10     0.00    82.12 ******** ********
    44.00    -2.00    -2.08    -1.99    -2.88    23.61    -1.09    -1.94    -0.05     0.09    -0.15  -168.14    84.15    84.85    84.65
    44.00    -4.00    -4.11    -4.04    -3.05    23.62    -1.36    -3.82    -0.22     0.07    -0.28   -29.93    86.18    43.06    42.80
    44.00    -6.00    -6.13    -6.11    -3.22    23.63    -1.79    -5.62    -0.48     0.02    -0.50    -4.40    88.21    28.90    28.59
    44.00    -8.00    -8.15    -8.19    -3.37    23.64    -2.40    -7.35    -0.84    -0.04    -0.80     4.84    90.25    21.78    21.41
    44.00   -10.00   -10.17   -10.29    -3.52    23.65    -3.19    -9.00    -1.30    -0.12    -1.17     9.40    92.31    17.49    17.07
    44.00   -12.00   -12.20   -12.42    -3.66    23.66    -4.16   -10.59    -1.83    -0.22    -1.61    12.14    94.37    14.63    14.15
    44.00   -14.00   -14.23   -14.57    -3.79    23.68    -5.30   -12.13    -2.45    -0.34    -2.10    14.02    96.45    12.58    12.05
    44.00   -16.00   -16.27   -16.76    -3.91    23.69    -6.62   -13.62    -3.14    -0.49    -2.65    15.47    98.55    11.04    10.45
    44.00   -18.00   -18.33   -18.98    -4.02    23.70    -8.12   -15.07    -3.91    -0.65    -3.26    16.67   100.67     9.84     9.20
    44.00   -20.00   -20.40   -21.24    -4.13    23.72    -9.80   -16.49    -4.75    -0.84    -3.90    17.74   102.81     8.88     8.19
    44.00   -22.00   -22.49   -23.55    -4.23    23.73   -11.66   -17.89    -5.66    -1.06    -4.60    18.74   104.99     8.10     7.34
    46.00     0.00    -0.06     0.06    -2.76    23.60    -1.17     0.06     0.00     0.12    -0.12     0.00    82.11 ******** ********
    46.00     2.00     1.98     2.09    -2.57    23.59    -1.26     1.93     0.05    -0.11     0.16  -199.37    80.09    84.57    84.37
    46.00     4.00     4.03     4.11    -2.37    23.58    -1.52     3.81     0.22    -0.08     0.30   -37.49    78.06    42.99    42.74
    46.00     6.00     6.10     6.13    -2.16    23.57    -1.96     5.61     0.48    -0.04     0.52    -7.77    76.03    28.88    28.57
    46.00     8.00     8.18     8.15    -1.95    23.56    -2.58     7.34     0.84     0.02     0.82     2.92    73.99    21.77    21.40
    46.00    10.00    10.28    10.17    -1.72    23.55    -3.37     8.99     1.29     0.11     1.19     8.15    71.94    17.48    17.06
    46.00    12.00    12.40    12.20    -1.48    23.53    -4.34    10.58     1.83     0.21     1.62    11.25    69.87    14.62    14.15
    46.00    14.00    14.56    14.23    -1.23    23.52    -5.49    12.12     2.44     0.33     2.12    13.35    67.79    12.58    12.05
    46.00    16.00    16.74    16.27    -0.98    23.51    -6.82    13.61     3.13     0.47     2.67    14.94    65.69    11.04    10.45
    46.00    18.00    18.96    18.33    -0.71    23.50    -8.33    15.06     3.90     0.63     3.27    16.24    63.56     9.84     9.20
    46.00    20.00    21.22    20.40    -0.43    23.49   -10.02    16.48     4.74     0.82     3.91    17.39    61.40     8.88     8.19
    46.00    22.00    23.53    22.49    -0.13    23.47   -11.89    17.88     5.65     1.04     4.61    18.44    59.21     8.10     7.34
    46.00     0.00    -0.06     0.06    -2.76    23.60    -1.17     0.06     0.00     0.12    -0.12     0.00    82.11 ******** ********
    46.00    -2.00    -2.09    -1.98    -2.94    23.61    -1.26    -1.93    -0.05     0.11    -0.16  -199.37    84.14    84.57    84.37
    46.00    -4.00    -4.11    -4.03    -3.12    23.62    -1.52    -3.81    -0.22     0.08    -0.30   -37.49    86.17    42.99    42.74
    46.00    -6.00    -6.13    -6.10    -3.28    23.63    -1.96    -5.61    -0.48     0.04    -0.52    -7.77    88.20    28.88    28.57
    46.00    -8.00    -8.15    -8.18    -3.44    23.64    -2.58    -7.34    -0.84    -0.02    -0.82     2.92    90.24    21.77    21.40
    46.00   -10.00   -10.17   -10.28    -3.59    23.66    -3.37    -8.99    -1.29    -0.11    -1.19     8.15    92.29    17.48    17.06
    46.00   -12.00   -12.20   -12.40    -3.73    23.67    -4.34   -10.58    -1.83    -0.21    -1.62    11.25    94.35    14.62    14.15
    46.00   -14.00   -14.23   -14.56    -3.86    23.68    -5.49   -12.12    -2.44    -0.33    -2.12    13.35    96.43    12.58    12.05
    46.00   -16.00   -16.27   -16.74    -3.98    23.69    -6.82   -13.61    -3.13    -0.47    -2.67    14.94    98.53    11.04    10.45
    46.00   -18.00   -18.33   -18.96    -4.09    23.71    -8.33   -15.06    -3.90    -0.63    -3.27    16.24   100.65     9.84     9.20
    46.00   -20.00   -20.40   -21.22    -4.20    23.72   -10.02   -16.48    -4.74    -0.82    -3.91    17.39   102.79     8.88     8.19
    46.00   -22.00   -22.49   -23.53    -4.30    23.73   -11.89   -17.88    -5.65    -1.04    -4.61    18.44   104.96     8.10     7.34
    48.00     0.00    -0.07     0.07    -2.83    23.60    -1.35     0.07     0.00     0.13    -0.13 ********    82.10 ******** ********
    48.00     2.00     1.97     2.10    -2.63    23.59    -1.44     1.92     0.05    -0.12     0.18  -230.78    80.08    84.29    84.09
    48.00     4.00     4.02     4.12    -2.43    23.58    -1.70     3.81     0.22    -0.10     0.31   -45.04    78.05    42.93    42.68
    48.00     6.00     6.08     6.14    -2.22    23.57    -2.15     5.60     0.48    -0.05     0.53   -11.13    76.02    28.85    28.54
    48.00     8.00     8.17     8.16    -2.00    23.56    -2.77     7.33     0.84     0.01     0.83     1.00    73.98    21.76    21.39
    48.00    10.00    10.27    10.18    -1.78    23.55    -3.56     8.98     1.29     0.09     1.20     6.90    71.93    17.48    17.06
    48.00    12.00    12.39    12.20    -1.54    23.54    -4.54    10.57     1.82     0.19     1.63    10.36    69.87    14.62    14.15
    48.00    14.00    14.54    14.23    -1.29    23.52    -5.69    12.11     2.44     0.31     2.13    12.69    67.79    12.57    12.04
    48.00    16.00    16.72    16.27    -1.03    23.51    -7.03    13.60     3.13     0.45     2.68    14.42    65.68    11.04    10.45
    48.00    18.00    18.94    18.33    -0.76    23.50    -8.54    15.05     3.89     0.62     3.28    15.82    63.56     9.84     9.20
    48.00    20.00    21.20    20.39    -0.48    23.49   -10.24    16.47     4.73     0.81     3.92    17.04    61.40     8.89     8.19
    48.00    22.00    23.51    22.48    -0.18    23.47   -12.13    17.87     5.64     1.02     4.62    18.14    59.22     8.10     7.35
    48.00     0.00    -0.07     0.07    -2.83    23.60    -1.35     0.07     0.00     0.13    -0.13 ********    82.10 ******** ********
    48.00    -2.00    -2.10    -1.97    -3.01    23.61    -1.44    -1.92    -0.05     0.12    -0.18  -230.78    84.13    84.29    84.09
    48.00    -4.00    -4.12    -4.02    -3.18    23.62    -1.70    -3.81    -0.22     0.10    -0.31   -45.04    86.15    42.93    42.68
    48.00    -6.00    -6.14    -6.08    -3.35    23.64    -2.15    -5.60    -0.48     0.05    -0.53   -11.13    88.18    28.85    28.54
    48.00    -8.00    -8.16    -8.17    -3.51    23.65    -2.77    -7.33    -0.84    -0.01    -0.83     1.00    90.22    21.76    21.39
    48.00   -10.00   -10.18   -10.27    -3.65    23.66    -3.56    -8.98    -1.29    -0.09    -1.20     6.90    92.27    17.48    17.06
    48.00   -12.00   -12.20   -12.39    -3.80    23.67    -4.54   -10.57    -1.82    -0.19    -1.63    10.36    94.33    14.62    14.15
    48.00   -14.00   -14.23   -14.54    -3.93    23.68    -5.69   -12.11    -2.44    -0.31    -2.13    12.69    96.41    12.57    12.04
    48.00   -16.00   -16.27   -16.72    -4.05    23.70    -7.03   -13.60    -3.13    -0.45    -2.68    14.42    98.51    11.04    10.45
    48.00   -18.00   -18.33   -18.94    -4.17    23.71    -8.54   -15.05    -3.89    -0.62    -3.28    15.82   100.62     9.84     9.20
    48.00   -20.00   -20.39   -21.20    -4.27    23.72   -10.24   -16.47    -4.73    -0.81    -3.92    17.04   102.77     8.89     8.19
    48.00   -22.00   -22.48   -23.51    -4.37    23.74   -12.13   -17.87    -5.64    -1.02    -4.62    18.14   104.94     8.10     7.35
    50.00     0.00    -0.07     0.07    -2.89    23.61    -1.54     0.07     0.00     0.15    -0.15 ********    82.09 ******** ********
    50.00     2.00     1.96     2.10    -2.70    23.59    -1.63     1.91     0.05    -0.14     0.19  -262.32    80.07    84.02    83.82
    50.00     4.00     4.01     4.12    -2.50    23.58    -1.90     3.80     0.21    -0.11     0.33   -52.55    78.04    42.87    42.62
    50.00     6.00     6.07     6.14    -2.28    23.57    -2.34     5.60     0.48    -0.07     0.55   -14.47    76.01    28.83    28.52
    50.00     8.00     8.15     8.16    -2.06    23.56    -2.97     7.32     0.84    -0.01     0.84    -0.90    73.97    21.75    21.38
    50.00    10.00    10.25    10.18    -1.83    23.55    -3.77     8.97     1.29     0.07     1.21     5.66    71.92    17.47    17.05
    50.00    12.00    12.38    12.20    -1.59    23.54    -4.75    10.56     1.82     0.17     1.65     9.49    69.86    14.62    14.14
    50.00    14.00    14.53    14.23    -1.34    23.53    -5.91    12.09     2.43     0.29     2.14    12.03    67.78    12.57    12.04
    50.00    16.00    16.71    16.27    -1.08    23.51    -7.25    13.59     3.12     0.43     2.69    13.90    65.68    11.04    10.45
    50.00    18.00    18.92    18.33    -0.81    23.50    -8.78    15.04     3.89     0.60     3.29    15.41    63.56     9.84     9.20
    50.00    20.00    21.18    20.39    -0.52    23.49   -10.49    16.46     4.72     0.79     3.93    16.69    61.41     8.89     8.19
    50.00    22.00    23.48    22.48    -0.23    23.48   -12.38    17.85     5.63     1.00     4.62    17.85    59.22     8.10     7.35
    50.00     0.00    -0.07     0.07    -2.89    23.61    -1.54     0.07     0.00     0.15    -0.15 ********    82.09 ******** ********
    50.00    -2.00    -2.10    -1.96    -3.07    23.62    -1.63    -1.91    -0.05     0.14    -0.19  -262.32    84.11    84.02    83.82
    50.00    -4.00    -4.12    -4.01    -3.25    23.63    -1.90    -3.80    -0.21     0.11    -0.33   -52.55    86.14    42.87    42.62
    50.00    -6.00    -6.14    -6.07    -3.42    23.64    -2.34    -5.60    -0.48     0.07    -0.55   -14.47    88.17    28.83    28.52
    50.00    -8.00    -8.16    -8.15    -3.57    23.65    -2.97    -7.32    -0.84     0.01    -0.84    -0.90    90.21    21.75    21.38
    50.00   -10.00   -10.18   -10.25    -3.72    23.66    -3.77    -8.97    -1.29    -0.07    -1.21     5.66    92.26    17.47    17.05
    50.00   -12.00   -12.20   -12.38    -3.87    23.67    -4.75   -10.56    -1.82    -0.17    -1.65     9.49    94.32    14.62    14.14
    50.00   -14.00   -14.23   -14.53    -4.00    23.69    -5.91   -12.09    -2.43    -0.29    -2.14    12.03    96.39    12.57    12.04
    50.00   -16.00   -16.27   -16.71    -4.12    23.70    -7.25   -13.59    -3.12    -0.43    -2.69    13.90    98.49    11.04    10.45
